"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"01.09.2017 08:45 - 01.09.2017 09:00 (CEST)","6019","4338","104","1577"
"01.09.2017 09:00 - 01.09.2017 09:15 (CEST)","6612","5065","97","1450"
"01.09.2017 09:15 - 01.09.2017 09:30 (CEST)","7224","5786","92","1346"
"01.09.2017 09:30 - 01.09.2017 09:45 (CEST)","7804","6478","89","1237"
"01.09.2017 09:45 - 01.09.2017 10:00 (CEST)","8424","7161","87","1176"
"01.09.2017 10:00 - 01.09.2017 10:15 (CEST)","8921","7785","78","1058"
"01.09.2017 10:15 - 01.09.2017 10:30 (CEST)","9571","8476","73","1022"
"01.09.2017 10:30 - 01.09.2017 10:45 (CEST)","10200","9135","64","1001"
"01.09.2017 10:45 - 01.09.2017 11:00 (CEST)","10698","9663","57","978"
"01.09.2017 11:00 - 01.09.2017 11:15 (CEST)","11146","10137","53","956"
"01.09.2017 11:15 - 01.09.2017 11:30 (CEST)","11525","10537","53","935"
"01.09.2017 11:30 - 01.09.2017 11:45 (CEST)","11867","10894","53","920"
"01.09.2017 11:45 - 01.09.2017 12:00 (CEST)","12216","11251","52","913"
"01.09.2017 12:00 - 01.09.2017 12:15 (CEST)","12523","11551","50","922"
"01.09.2017 12:15 - 01.09.2017 12:30 (CEST)","12711","11729","48","934"
"01.09.2017 12:30 - 01.09.2017 12:45 (CEST)","12852","11861","46","945"
"01.09.2017 12:45 - 01.09.2017 13:00 (CEST)","12959","11963","47","949"
"01.09.2017 13:00 - 01.09.2017 13:15 (CEST)","13000","11997","46","957"
"01.09.2017 13:15 - 01.09.2017 13:30 (CEST)","12973","11953","47","973"
"01.09.2017 13:30 - 01.09.2017 13:45 (CEST)","12903","11867","46","990"
"01.09.2017 13:45 - 01.09.2017 14:00 (CEST)","12834","11751","45","1038"
"01.09.2017 14:00 - 01.09.2017 14:15 (CEST)","12713","11589","47","1077"
"01.09.2017 14:15 - 01.09.2017 14:30 (CEST)","12577","11398","47","1132"
"01.09.2017 14:30 - 01.09.2017 14:45 (CEST)","12398","11173","49","1176"
"01.09.2017 14:45 - 01.09.2017 15:00 (CEST)","12166","10894","52","1220"
"01.09.2017 15:00 - 01.09.2017 15:15 (CEST)","11881","10552","53","1276"
"01.09.2017 15:15 - 01.09.2017 15:30 (CEST)","11568","10149","56","1363"
"01.09.2017 15:30 - 01.09.2017 15:45 (CEST)","11223","9713","59","1451"
"01.09.2017 15:45 - 01.09.2017 16:00 (CEST)","10865","9263","61","1541"
"01.09.2017 16:00 - 01.09.2017 16:15 (CEST)","10479","8771","64","1644"
"01.09.2017 16:15 - 01.09.2017 16:30 (CEST)","10059","8232","66","1761"
"01.09.2017 16:30 - 01.09.2017 16:45 (CEST)","9606","7650","70","1886"
"01.09.2017 16:45 - 01.09.2017 17:00 (CEST)","9101","7038","72","1991"
"01.09.2017 17:00 - 01.09.2017 17:15 (CEST)","8539","6389","76","2074"
"01.09.2017 17:15 - 01.09.2017 17:30 (CEST)","7887","5703","83","2101"
"01.09.2017 17:30 - 01.09.2017 17:45 (CEST)","7218","4993","87","2138"
"01.09.2017 17:45 - 01.09.2017 18:00 (CEST)","6550","4266","90","2194"
"01.09.2017 18:00 - 01.09.2017 18:15 (CEST)","5908","3542","93","2273"
"01.09.2017 18:15 - 01.09.2017 18:30 (CEST)","5328","2839","98","2391"
"01.09.2017 18:30 - 01.09.2017 18:45 (CEST)","4835","2160","99","2576"
"01.09.2017 18:45 - 01.09.2017 19:00 (CEST)","4337","1532","103","2702"
"01.09.2017 19:00 - 01.09.2017 19:15 (CEST)","3905","988","104","2813"
"01.09.2017 19:15 - 01.09.2017 19:30 (CEST)","3546","575","108","2863"
"01.09.2017 19:30 - 01.09.2017 19:45 (CEST)","3333","312","111","2910"
"01.09.2017 19:45 - 01.09.2017 20:00 (CEST)","3173","126","116","2931"
"01.09.2017 20:00 - 01.09.2017 20:15 (CEST)","3104","34","117","2953"
"01.09.2017 20:15 - 01.09.2017 20:30 (CEST)","3088","8","114","2966"
"01.09.2017 20:30 - 01.09.2017 20:45 (CEST)","3097","4","115","2978"
"01.09.2017 20:45 - 01.09.2017 21:00 (CEST)","3117","1","111","3005"
"01.09.2017 21:00 - 01.09.2017 21:15 (CEST)","3151","0","111","3040"
"01.09.2017 21:15 - 01.09.2017 21:30 (CEST)","3159","0","109","3050"
"01.09.2017 21:30 - 01.09.2017 21:45 (CEST)","3164","0","106","3058"
"01.09.2017 21:45 - 01.09.2017 22:00 (CEST)","3161","0","101","3060"
"01.09.2017 22:00 - 01.09.2017 22:15 (CEST)","3158","0","100","3058"
"01.09.2017 22:15 - 01.09.2017 22:30 (CEST)","3143","0","97","3046"
"01.09.2017 22:30 - 01.09.2017 22:45 (CEST)","3124","0","92","3032"
"01.09.2017 22:45 - 01.09.2017 23:00 (CEST)","3116","0","90","3026"
"01.09.2017 23:00 - 01.09.2017 23:15 (CEST)","3105","0","88","3017"
"01.09.2017 23:15 - 01.09.2017 23:30 (CEST)","3098","0","85","3013"
"01.09.2017 23:30 - 01.09.2017 23:45 (CEST)","3086","0","80","3006"
"01.09.2017 23:45 - 02.09.2017 00:00 (CEST)","3065","0","80","2985"
"02.09.2017 00:00 - 02.09.2017 00:15 (CEST)","2994","0","133","2861"
"02.09.2017 00:15 - 02.09.2017 00:30 (CEST)","2951","0","115","2836"
"02.09.2017 00:30 - 02.09.2017 00:45 (CEST)","2922","0","107","2815"
"02.09.2017 00:45 - 02.09.2017 01:00 (CEST)","2879","0","88","2791"
"02.09.2017 01:00 - 02.09.2017 01:15 (CEST)","2851","0","79","2772"
"02.09.2017 01:15 - 02.09.2017 01:30 (CEST)","2838","0","69","2769"
"02.09.2017 01:30 - 02.09.2017 01:45 (CEST)","2836","0","70","2766"
"02.09.2017 01:45 - 02.09.2017 02:00 (CEST)","2837","0","69","2768"
"02.09.2017 02:00 - 02.09.2017 02:15 (CEST)","2975","0","67","2908"
"02.09.2017 02:15 - 02.09.2017 02:30 (CEST)","2937","0","48","2889"
"02.09.2017 02:30 - 02.09.2017 02:45 (CEST)","2910","0","51","2859"
"02.09.2017 02:45 - 02.09.2017 03:00 (CEST)","2896","0","47","2849"
"02.09.2017 03:00 - 02.09.2017 03:15 (CEST)","2973","0","52","2921"
"02.09.2017 03:15 - 02.09.2017 03:30 (CEST)","2942","0","68","2874"
"02.09.2017 03:30 - 02.09.2017 03:45 (CEST)","2895","0","98","2797"
"02.09.2017 03:45 - 02.09.2017 04:00 (CEST)","2839","0","92","2747"
"02.09.2017 04:00 - 02.09.2017 04:15 (CEST)","2806","0","97","2709"
"02.09.2017 04:15 - 02.09.2017 04:30 (CEST)","2794","0","106","2688"
"02.09.2017 04:30 - 02.09.2017 04:45 (CEST)","2779","0","115","2664"
"02.09.2017 04:45 - 02.09.2017 05:00 (CEST)","2757","0","124","2633"
"02.09.2017 05:00 - 02.09.2017 05:15 (CEST)","2733","0","132","2601"
"02.09.2017 05:15 - 02.09.2017 05:30 (CEST)","2696","0","138","2558"
"02.09.2017 05:30 - 02.09.2017 05:45 (CEST)","2668","0","149","2519"
"02.09.2017 05:45 - 02.09.2017 06:00 (CEST)","2642","0","155","2487"
"02.09.2017 06:00 - 02.09.2017 06:15 (CEST)","2633","6","166","2461"
"02.09.2017 06:15 - 02.09.2017 06:30 (CEST)","2621","20","182","2419"
"02.09.2017 06:30 - 02.09.2017 06:45 (CEST)","2623","60","201","2362"
"02.09.2017 06:45 - 02.09.2017 07:00 (CEST)","2713","184","217","2312"
"02.09.2017 07:00 - 02.09.2017 07:15 (CEST)","2985","468","234","2283"
"02.09.2017 07:15 - 02.09.2017 07:30 (CEST)","3414","937","248","2229"
"02.09.2017 07:30 - 02.09.2017 07:45 (CEST)","4026","1588","260","2178"
"02.09.2017 07:45 - 02.09.2017 08:00 (CEST)","4741","2351","270","2120"
"02.09.2017 08:00 - 02.09.2017 08:15 (CEST)","5530","3210","275","2045"
"02.09.2017 08:15 - 02.09.2017 08:30 (CEST)","6344","4106","283","1955"
"02.09.2017 08:30 - 02.09.2017 08:45 (CEST)","7251","5075","289","1887"
"02.09.2017 08:45 - 02.09.2017 09:00 (CEST)","8168","6068","296","1804"
"02.09.2017 09:00 - 02.09.2017 09:15 (CEST)","9075","7063","302","1710"
"02.09.2017 09:15 - 02.09.2017 09:30 (CEST)","10049","8078","308","1663"
"02.09.2017 09:30 - 02.09.2017 09:45 (CEST)","10958","9062","312","1584"
"02.09.2017 09:45 - 02.09.2017 10:00 (CEST)","11845","9982","321","1542"
"02.09.2017 10:00 - 02.09.2017 10:15 (CEST)","12713","10840","324","1549"
"02.09.2017 10:15 - 02.09.2017 10:30 (CEST)","13509","11630","322","1557"
"02.09.2017 10:30 - 02.09.2017 10:45 (CEST)","14244","12351","321","1572"
"02.09.2017 10:45 - 02.09.2017 11:00 (CEST)","14926","13032","318","1576"
"02.09.2017 11:00 - 02.09.2017 11:15 (CEST)","15493","13628","311","1554"
"02.09.2017 11:15 - 02.09.2017 11:30 (CEST)","15972","14136","297","1539"
"02.09.2017 11:30 - 02.09.2017 11:45 (CEST)","16396","14572","282","1542"
"02.09.2017 11:45 - 02.09.2017 12:00 (CEST)","16777","14953","271","1553"
"02.09.2017 12:00 - 02.09.2017 12:15 (CEST)","17120","15281","261","1578"
"02.09.2017 12:15 - 02.09.2017 12:30 (CEST)","17410","15539","256","1615"
"02.09.2017 12:30 - 02.09.2017 12:45 (CEST)","17622","15719","251","1652"
"02.09.2017 12:45 - 02.09.2017 13:00 (CEST)","17777","15840","244","1693"
"02.09.2017 13:00 - 02.09.2017 13:15 (CEST)","17822","15852","242","1728"
"02.09.2017 13:15 - 02.09.2017 13:30 (CEST)","17807","15779","242","1786"
"02.09.2017 13:30 - 02.09.2017 13:45 (CEST)","17740","15653","249","1838"
"02.09.2017 13:45 - 02.09.2017 14:00 (CEST)","17648","15493","252","1903"
"02.09.2017 14:00 - 02.09.2017 14:15 (CEST)","17461","15235","255","1971"
"02.09.2017 14:15 - 02.09.2017 14:30 (CEST)","17197","14892","263","2042"
"02.09.2017 14:30 - 02.09.2017 14:45 (CEST)","16882","14499","268","2115"
"02.09.2017 14:45 - 02.09.2017 15:00 (CEST)","16512","14047","276","2189"
"02.09.2017 15:00 - 02.09.2017 15:15 (CEST)","16057","13515","281","2261"
"02.09.2017 15:15 - 02.09.2017 15:30 (CEST)","15540","12908","292","2340"
"02.09.2017 15:30 - 02.09.2017 15:45 (CEST)","14994","12266","304","2424"
"02.09.2017 15:45 - 02.09.2017 16:00 (CEST)","14450","11627","315","2508"
"02.09.2017 16:00 - 02.09.2017 16:15 (CEST)","13870","10953","328","2589"
"02.09.2017 16:15 - 02.09.2017 16:30 (CEST)","13255","10247","340","2668"
"02.09.2017 16:30 - 02.09.2017 16:45 (CEST)","12598","9499","353","2746"
"02.09.2017 16:45 - 02.09.2017 17:00 (CEST)","11913","8710","368","2835"
"02.09.2017 17:00 - 02.09.2017 17:15 (CEST)","11158","7869","378","2911"
"02.09.2017 17:15 - 02.09.2017 17:30 (CEST)","10272","6986","383","2903"
"02.09.2017 17:30 - 02.09.2017 17:45 (CEST)","9366","6083","383","2900"
"02.09.2017 17:45 - 02.09.2017 18:00 (CEST)","8451","5173","386","2892"
"02.09.2017 18:00 - 02.09.2017 18:15 (CEST)","7555","4276","389","2890"
"02.09.2017 18:15 - 02.09.2017 18:30 (CEST)","6690","3406","396","2888"
"02.09.2017 18:30 - 02.09.2017 18:45 (CEST)","5854","2568","400","2886"
"02.09.2017 18:45 - 02.09.2017 19:00 (CEST)","5081","1791","406","2884"
"02.09.2017 19:00 - 02.09.2017 19:15 (CEST)","4431","1125","413","2893"
"02.09.2017 19:15 - 02.09.2017 19:30 (CEST)","3965","651","414","2900"
"02.09.2017 19:30 - 02.09.2017 19:45 (CEST)","3654","339","417","2898"
"02.09.2017 19:45 - 02.09.2017 20:00 (CEST)","3428","126","422","2880"
"02.09.2017 20:00 - 02.09.2017 20:15 (CEST)","3316","31","419","2866"
"02.09.2017 20:15 - 02.09.2017 20:30 (CEST)","3291","8","416","2867"
"02.09.2017 20:30 - 02.09.2017 20:45 (CEST)","3292","4","408","2880"
"02.09.2017 20:45 - 02.09.2017 21:00 (CEST)","3318","1","400","2917"
"02.09.2017 21:00 - 02.09.2017 21:15 (CEST)","3353","0","394","2959"
"02.09.2017 21:15 - 02.09.2017 21:30 (CEST)","3367","0","382","2985"
"02.09.2017 21:30 - 02.09.2017 21:45 (CEST)","3380","0","369","3011"
"02.09.2017 21:45 - 02.09.2017 22:00 (CEST)","3379","0","354","3025"
"02.09.2017 22:00 - 02.09.2017 22:15 (CEST)","3377","0","344","3033"
"02.09.2017 22:15 - 02.09.2017 22:30 (CEST)","3364","0","338","3026"
"02.09.2017 22:30 - 02.09.2017 22:45 (CEST)","3348","0","329","3019"
"02.09.2017 22:45 - 02.09.2017 23:00 (CEST)","3373","0","324","3049"
"02.09.2017 23:00 - 02.09.2017 23:15 (CEST)","3398","0","317","3081"
"02.09.2017 23:15 - 02.09.2017 23:30 (CEST)","3427","0","304","3123"
"02.09.2017 23:30 - 02.09.2017 23:45 (CEST)","3477","0","288","3189"
"02.09.2017 23:45 - 03.09.2017 00:00 (CEST)","3479","0","275","3204"
"03.09.2017 00:00 - 03.09.2017 00:15 (CEST)","3354","0","159","3195"
"03.09.2017 00:15 - 03.09.2017 00:30 (CEST)","3354","0","150","3204"
"03.09.2017 00:30 - 03.09.2017 00:45 (CEST)","3340","0","130","3210"
"03.09.2017 00:45 - 03.09.2017 01:00 (CEST)","3306","0","113","3193"
"03.09.2017 01:00 - 03.09.2017 01:15 (CEST)","3272","0","103","3169"
"03.09.2017 01:15 - 03.09.2017 01:30 (CEST)","3231","0","81","3150"
"03.09.2017 01:30 - 03.09.2017 01:45 (CEST)","3207","0","76","3131"
"03.09.2017 01:45 - 03.09.2017 02:00 (CEST)","3181","0","74","3107"
"03.09.2017 02:00 - 03.09.2017 02:15 (CEST)","3165","0","76","3089"
"03.09.2017 02:15 - 03.09.2017 02:30 (CEST)","3163","0","75","3088"
"03.09.2017 02:30 - 03.09.2017 02:45 (CEST)","3145","0","71","3074"
"03.09.2017 02:45 - 03.09.2017 03:00 (CEST)","3136","0","69","3067"
"03.09.2017 03:00 - 03.09.2017 03:15 (CEST)","3140","0","66","3074"
"03.09.2017 03:15 - 03.09.2017 03:30 (CEST)","3152","0","63","3089"
"03.09.2017 03:30 - 03.09.2017 03:45 (CEST)","3157","0","66","3091"
"03.09.2017 03:45 - 03.09.2017 04:00 (CEST)","3141","0","67","3074"
"03.09.2017 04:00 - 03.09.2017 04:15 (CEST)","3118","0","68","3050"
"03.09.2017 04:15 - 03.09.2017 04:30 (CEST)","3109","0","69","3040"
"03.09.2017 04:30 - 03.09.2017 04:45 (CEST)","3083","0","73","3010"
"03.09.2017 04:45 - 03.09.2017 05:00 (CEST)","3057","0","74","2983"
"03.09.2017 05:00 - 03.09.2017 05:15 (CEST)","3037","0","74","2963"
"03.09.2017 05:15 - 03.09.2017 05:30 (CEST)","3005","0","77","2928"
"03.09.2017 05:30 - 03.09.2017 05:45 (CEST)","3007","0","78","2929"
"03.09.2017 05:45 - 03.09.2017 06:00 (CEST)","2989","0","79","2910"
"03.09.2017 06:00 - 03.09.2017 06:15 (CEST)","2982","6","81","2895"
"03.09.2017 06:15 - 03.09.2017 06:30 (CEST)","2994","22","85","2887"
"03.09.2017 06:30 - 03.09.2017 06:45 (CEST)","3008","78","84","2846"
"03.09.2017 06:45 - 03.09.2017 07:00 (CEST)","3119","229","83","2807"
"03.09.2017 07:00 - 03.09.2017 07:15 (CEST)","3455","572","80","2803"
"03.09.2017 07:15 - 03.09.2017 07:30 (CEST)","4013","1180","77","2756"
"03.09.2017 07:30 - 03.09.2017 07:45 (CEST)","4827","2028","77","2722"
"03.09.2017 07:45 - 03.09.2017 08:00 (CEST)","5763","3009","74","2680"
"03.09.2017 08:00 - 03.09.2017 08:15 (CEST)","6791","4088","75","2628"
"03.09.2017 08:15 - 03.09.2017 08:30 (CEST)","7896","5255","73","2568"
"03.09.2017 08:30 - 03.09.2017 08:45 (CEST)","9101","6523","71","2507"
"03.09.2017 08:45 - 03.09.2017 09:00 (CEST)","10347","7824","66","2457"
"03.09.2017 09:00 - 03.09.2017 09:15 (CEST)","11596","9142","62","2392"
"03.09.2017 09:15 - 03.09.2017 09:30 (CEST)","12893","10475","59","2359"
"03.09.2017 09:30 - 03.09.2017 09:45 (CEST)","14129","11757","54","2318"
"03.09.2017 09:45 - 03.09.2017 10:00 (CEST)","15301","12953","51","2297"
"03.09.2017 10:00 - 03.09.2017 10:15 (CEST)","16363","14045","46","2272"
"03.09.2017 10:15 - 03.09.2017 10:30 (CEST)","17375","15044","45","2286"
"03.09.2017 10:30 - 03.09.2017 10:45 (CEST)","18299","15952","43","2304"
"03.09.2017 10:45 - 03.09.2017 11:00 (CEST)","19185","16806","41","2338"
"03.09.2017 11:00 - 03.09.2017 11:15 (CEST)","19939","17531","38","2370"
"03.09.2017 11:15 - 03.09.2017 11:30 (CEST)","20575","18126","34","2415"
"03.09.2017 11:30 - 03.09.2017 11:45 (CEST)","21127","18635","31","2461"
"03.09.2017 11:45 - 03.09.2017 12:00 (CEST)","21591","19077","27","2487"
"03.09.2017 12:00 - 03.09.2017 12:15 (CEST)","21967","19429","24","2514"
"03.09.2017 12:15 - 03.09.2017 12:30 (CEST)","22248","19693","24","2531"
"03.09.2017 12:30 - 03.09.2017 12:45 (CEST)","22450","19881","23","2546"
"03.09.2017 12:45 - 03.09.2017 13:00 (CEST)","22590","20006","23","2561"
"03.09.2017 13:00 - 03.09.2017 13:15 (CEST)","22641","20044","24","2573"
"03.09.2017 13:15 - 03.09.2017 13:30 (CEST)","22566","19950","27","2589"
"03.09.2017 13:30 - 03.09.2017 13:45 (CEST)","22426","19794","26","2606"
"03.09.2017 13:45 - 03.09.2017 14:00 (CEST)","22232","19585","25","2622"
"03.09.2017 14:00 - 03.09.2017 14:15 (CEST)","21890","19234","25","2631"
"03.09.2017 14:15 - 03.09.2017 14:30 (CEST)","21433","18776","26","2631"
"03.09.2017 14:30 - 03.09.2017 14:45 (CEST)","20913","18257","29","2627"
"03.09.2017 14:45 - 03.09.2017 15:00 (CEST)","20322","17670","33","2619"
"03.09.2017 15:00 - 03.09.2017 15:15 (CEST)","19666","17020","34","2612"
"03.09.2017 15:15 - 03.09.2017 15:30 (CEST)","18954","16313","34","2607"
"03.09.2017 15:30 - 03.09.2017 15:45 (CEST)","18212","15572","35","2605"
"03.09.2017 15:45 - 03.09.2017 16:00 (CEST)","17473","14836","34","2603"
"03.09.2017 16:00 - 03.09.2017 16:15 (CEST)","16657","14024","37","2596"
"03.09.2017 16:15 - 03.09.2017 16:30 (CEST)","15752","13130","38","2584"
"03.09.2017 16:30 - 03.09.2017 16:45 (CEST)","14782","12173","39","2570"
"03.09.2017 16:45 - 03.09.2017 17:00 (CEST)","13758","11162","40","2556"
"03.09.2017 17:00 - 03.09.2017 17:15 (CEST)","12651","10067","39","2545"
"03.09.2017 17:15 - 03.09.2017 17:30 (CEST)","11462","8914","37","2511"
"03.09.2017 17:30 - 03.09.2017 17:45 (CEST)","10232","7724","36","2472"
"03.09.2017 17:45 - 03.09.2017 18:00 (CEST)","8994","6514","39","2441"
"03.09.2017 18:00 - 03.09.2017 18:15 (CEST)","7804","5330","40","2434"
"03.09.2017 18:15 - 03.09.2017 18:30 (CEST)","6667","4205","39","2423"
"03.09.2017 18:30 - 03.09.2017 18:45 (CEST)","5557","3113","41","2403"
"03.09.2017 18:45 - 03.09.2017 19:00 (CEST)","4539","2119","41","2379"
"03.09.2017 19:00 - 03.09.2017 19:15 (CEST)","3669","1276","42","2351"
"03.09.2017 19:15 - 03.09.2017 19:30 (CEST)","3111","739","48","2324"
"03.09.2017 19:30 - 03.09.2017 19:45 (CEST)","2735","379","51","2305"
"03.09.2017 19:45 - 03.09.2017 20:00 (CEST)","2505","131","54","2320"
"03.09.2017 20:00 - 03.09.2017 20:15 (CEST)","2417","27","58","2332"
"03.09.2017 20:15 - 03.09.2017 20:30 (CEST)","2445","8","62","2375"
"03.09.2017 20:30 - 03.09.2017 20:45 (CEST)","2501","4","68","2429"
"03.09.2017 20:45 - 03.09.2017 21:00 (CEST)","2554","1","72","2481"
"03.09.2017 21:00 - 03.09.2017 21:15 (CEST)","2621","0","78","2543"
"03.09.2017 21:15 - 03.09.2017 21:30 (CEST)","2668","0","78","2590"
"03.09.2017 21:30 - 03.09.2017 21:45 (CEST)","2710","0","80","2630"
"03.09.2017 21:45 - 03.09.2017 22:00 (CEST)","2767","0","83","2684"
"03.09.2017 22:00 - 03.09.2017 22:15 (CEST)","2833","0","89","2744"
"03.09.2017 22:15 - 03.09.2017 22:30 (CEST)","2905","0","93","2812"
"03.09.2017 22:30 - 03.09.2017 22:45 (CEST)","2972","0","97","2875"
"03.09.2017 22:45 - 03.09.2017 23:00 (CEST)","3038","0","102","2936"
"03.09.2017 23:00 - 03.09.2017 23:15 (CEST)","3093","0","107","2986"
"03.09.2017 23:15 - 03.09.2017 23:30 (CEST)","3101","0","113","2988"
"03.09.2017 23:30 - 03.09.2017 23:45 (CEST)","3107","0","121","2986"
"03.09.2017 23:45 - 04.09.2017 00:00 (CEST)","3111","0","126","2985"
"04.09.2017 00:00 - 04.09.2017 00:15 (CEST)","3092","0","177","2915"
"04.09.2017 00:15 - 04.09.2017 00:30 (CEST)","3133","0","204","2929"
"04.09.2017 00:30 - 04.09.2017 00:45 (CEST)","3147","0","210","2937"
"04.09.2017 00:45 - 04.09.2017 01:00 (CEST)","3165","0","219","2946"
"04.09.2017 01:00 - 04.09.2017 01:15 (CEST)","3167","0","217","2950"
"04.09.2017 01:15 - 04.09.2017 01:30 (CEST)","3200","0","241","2959"
"04.09.2017 01:30 - 04.09.2017 01:45 (CEST)","3207","0","236","2971"
"04.09.2017 01:45 - 04.09.2017 02:00 (CEST)","3210","0","230","2980"
"04.09.2017 02:00 - 04.09.2017 02:15 (CEST)","3402","0","228","3174"
"04.09.2017 02:15 - 04.09.2017 02:30 (CEST)","3426","0","237","3189"
"04.09.2017 02:30 - 04.09.2017 02:45 (CEST)","3422","0","236","3186"
"04.09.2017 02:45 - 04.09.2017 03:00 (CEST)","3427","0","235","3192"
"04.09.2017 03:00 - 04.09.2017 03:15 (CEST)","3437","0","230","3207"
"04.09.2017 03:15 - 04.09.2017 03:30 (CEST)","3442","0","232","3210"
"04.09.2017 03:30 - 04.09.2017 03:45 (CEST)","3456","0","232","3224"
"04.09.2017 03:45 - 04.09.2017 04:00 (CEST)","3471","0","234","3237"
"04.09.2017 04:00 - 04.09.2017 04:15 (CEST)","3480","0","234","3246"
"04.09.2017 04:15 - 04.09.2017 04:30 (CEST)","3523","0","234","3289"
"04.09.2017 04:30 - 04.09.2017 04:45 (CEST)","3547","0","233","3314"
"04.09.2017 04:45 - 04.09.2017 05:00 (CEST)","3557","0","234","3323"
"04.09.2017 05:00 - 04.09.2017 05:15 (CEST)","3570","0","232","3338"
"04.09.2017 05:15 - 04.09.2017 05:30 (CEST)","3573","0","233","3340"
"04.09.2017 05:30 - 04.09.2017 05:45 (CEST)","3583","0","233","3350"
"04.09.2017 05:45 - 04.09.2017 06:00 (CEST)","3584","0","232","3352"
"04.09.2017 06:00 - 04.09.2017 06:15 (CEST)","3578","8","232","3338"
"04.09.2017 06:15 - 04.09.2017 06:30 (CEST)","3589","25","233","3331"
"04.09.2017 06:30 - 04.09.2017 06:45 (CEST)","3593","81","235","3277"
"04.09.2017 06:45 - 04.09.2017 07:00 (CEST)","3724","237","237","3250"
"04.09.2017 07:00 - 04.09.2017 07:15 (CEST)","4080","603","237","3240"
"04.09.2017 07:15 - 04.09.2017 07:30 (CEST)","4741","1300","238","3203"
"04.09.2017 07:30 - 04.09.2017 07:45 (CEST)","5585","2241","237","3107"
"04.09.2017 07:45 - 04.09.2017 08:00 (CEST)","6771","3469","239","3063"
"04.09.2017 08:00 - 04.09.2017 08:15 (CEST)","8106","4863","238","3005"
"04.09.2017 08:15 - 04.09.2017 08:30 (CEST)","9529","6335","236","2958"
"04.09.2017 08:30 - 04.09.2017 08:45 (CEST)","11078","7947","236","2895"
"04.09.2017 08:45 - 04.09.2017 09:00 (CEST)","12668","9616","233","2819"
"04.09.2017 09:00 - 04.09.2017 09:15 (CEST)","14309","11332","234","2743"
"04.09.2017 09:15 - 04.09.2017 09:30 (CEST)","15895","12974","231","2690"
"04.09.2017 09:30 - 04.09.2017 09:45 (CEST)","17488","14539","227","2722"
"04.09.2017 09:45 - 04.09.2017 10:00 (CEST)","18951","15985","227","2739"
"04.09.2017 10:00 - 04.09.2017 10:15 (CEST)","20154","17313","222","2619"
"04.09.2017 10:15 - 04.09.2017 10:30 (CEST)","21430","18522","223","2685"
"04.09.2017 10:30 - 04.09.2017 10:45 (CEST)","22595","19614","223","2758"
"04.09.2017 10:45 - 04.09.2017 11:00 (CEST)","23649","20606","222","2821"
"04.09.2017 11:00 - 04.09.2017 11:15 (CEST)","24532","21436","224","2872"
"04.09.2017 11:15 - 04.09.2017 11:30 (CEST)","25258","22112","222","2924"
"04.09.2017 11:30 - 04.09.2017 11:45 (CEST)","25890","22687","223","2980"
"04.09.2017 11:45 - 04.09.2017 12:00 (CEST)","26445","23177","224","3044"
"04.09.2017 12:00 - 04.09.2017 12:15 (CEST)","26880","23544","223","3113"
"04.09.2017 12:15 - 04.09.2017 12:30 (CEST)","27172","23765","223","3184"
"04.09.2017 12:30 - 04.09.2017 12:45 (CEST)","27369","23891","226","3252"
"04.09.2017 12:45 - 04.09.2017 13:00 (CEST)","27426","23881","226","3319"
"04.09.2017 13:00 - 04.09.2017 13:15 (CEST)","27336","23720","226","3390"
"04.09.2017 13:15 - 04.09.2017 13:30 (CEST)","27117","23431","227","3459"
"04.09.2017 13:30 - 04.09.2017 13:45 (CEST)","26838","23074","226","3538"
"04.09.2017 13:45 - 04.09.2017 14:00 (CEST)","26513","22667","228","3618"
"04.09.2017 14:00 - 04.09.2017 14:15 (CEST)","26065","22147","230","3688"
"04.09.2017 14:15 - 04.09.2017 14:30 (CEST)","25500","21513","228","3759"
"04.09.2017 14:30 - 04.09.2017 14:45 (CEST)","24872","20822","224","3826"
"04.09.2017 14:45 - 04.09.2017 15:00 (CEST)","24197","20082","221","3894"
"04.09.2017 15:00 - 04.09.2017 15:15 (CEST)","23430","19260","218","3952"
"04.09.2017 15:15 - 04.09.2017 15:30 (CEST)","22641","18448","214","3979"
"04.09.2017 15:30 - 04.09.2017 15:45 (CEST)","21810","17587","212","4011"
"04.09.2017 15:45 - 04.09.2017 16:00 (CEST)","20962","16708","209","4045"
"04.09.2017 16:00 - 04.09.2017 16:15 (CEST)","20003","15736","206","4061"
"04.09.2017 16:15 - 04.09.2017 16:30 (CEST)","18957","14710","205","4042"
"04.09.2017 16:30 - 04.09.2017 16:45 (CEST)","17822","13606","203","4013"
"04.09.2017 16:45 - 04.09.2017 17:00 (CEST)","16552","12375","204","3973"
"04.09.2017 17:00 - 04.09.2017 17:15 (CEST)","15206","11065","204","3937"
"04.09.2017 17:15 - 04.09.2017 17:30 (CEST)","13754","9704","205","3845"
"04.09.2017 17:30 - 04.09.2017 17:45 (CEST)","12260","8308","209","3743"
"04.09.2017 17:45 - 04.09.2017 18:00 (CEST)","10760","6909","209","3642"
"04.09.2017 18:00 - 04.09.2017 18:15 (CEST)","9321","5574","214","3533"
