"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"04.01.2015 10:45 - 04.01.2015 11:00 (CET)","21571","3701","N/A","17870"
"04.01.2015 11:00 - 04.01.2015 11:15 (CET)","21768","3968","N/A","17800"
"04.01.2015 11:15 - 04.01.2015 11:30 (CET)","21998","4183","N/A","17815"
"04.01.2015 11:30 - 04.01.2015 11:45 (CET)","22243","4430","N/A","17813"
"04.01.2015 11:45 - 04.01.2015 12:00 (CET)","22347","4540","N/A","17807"
"04.01.2015 12:00 - 04.01.2015 12:15 (CET)","22405","4603","N/A","17802"
"04.01.2015 12:15 - 04.01.2015 12:30 (CET)","22391","4604","N/A","17787"
"04.01.2015 12:30 - 04.01.2015 12:45 (CET)","22306","4539","N/A","17767"
"04.01.2015 12:45 - 04.01.2015 13:00 (CET)","22154","4402","N/A","17752"
"04.01.2015 13:00 - 04.01.2015 13:15 (CET)","22017","4267","N/A","17750"
"04.01.2015 13:15 - 04.01.2015 13:30 (CET)","21808","4084","N/A","17724"
"04.01.2015 13:30 - 04.01.2015 13:45 (CET)","21577","3887","N/A","17690"
"04.01.2015 13:45 - 04.01.2015 14:00 (CET)","21247","3596","N/A","17651"
"04.01.2015 14:00 - 04.01.2015 14:15 (CET)","20855","3266","N/A","17589"
"04.01.2015 14:15 - 04.01.2015 14:30 (CET)","20411","2912","N/A","17499"
"04.01.2015 14:30 - 04.01.2015 14:45 (CET)","19885","2503","N/A","17382"
"04.01.2015 14:45 - 04.01.2015 15:00 (CET)","19328","2056","N/A","17272"
"04.01.2015 15:00 - 04.01.2015 15:15 (CET)","18792","1613","N/A","17179"
"04.01.2015 15:15 - 04.01.2015 15:30 (CET)","18254","1150","N/A","17104"
"04.01.2015 15:30 - 04.01.2015 15:45 (CET)","17764","722","N/A","17042"
"04.01.2015 15:45 - 04.01.2015 16:00 (CET)","17411","432","N/A","16979"
"04.01.2015 16:00 - 04.01.2015 16:15 (CET)","17032","240","N/A","16792"
"04.01.2015 16:15 - 04.01.2015 16:30 (CET)","16805","121","N/A","16684"
"04.01.2015 16:30 - 04.01.2015 16:45 (CET)","16604","43","N/A","16561"
"04.01.2015 16:45 - 04.01.2015 17:00 (CET)","16451","16","N/A","16435"
"04.01.2015 17:00 - 04.01.2015 17:15 (CET)","16311","0","N/A","16311"
"04.01.2015 17:15 - 04.01.2015 17:30 (CET)","16204","0","N/A","16204"
"04.01.2015 17:30 - 04.01.2015 17:45 (CET)","16101","0","N/A","16101"
"04.01.2015 17:45 - 04.01.2015 18:00 (CET)","15999","0","N/A","15999"
"04.01.2015 18:00 - 04.01.2015 18:15 (CET)","15886","0","N/A","15886"
"04.01.2015 18:15 - 04.01.2015 18:30 (CET)","15727","0","N/A","15727"
"04.01.2015 18:30 - 04.01.2015 18:45 (CET)","15524","0","N/A","15524"
"04.01.2015 18:45 - 04.01.2015 19:00 (CET)","15338","0","N/A","15338"
"04.01.2015 19:00 - 04.01.2015 19:15 (CET)","15183","0","N/A","15183"
"04.01.2015 19:15 - 04.01.2015 19:30 (CET)","15015","0","N/A","15015"
"04.01.2015 19:30 - 04.01.2015 19:45 (CET)","14854","0","N/A","14854"
"04.01.2015 19:45 - 04.01.2015 20:00 (CET)","14694","0","N/A","14694"
"04.01.2015 20:00 - 04.01.2015 20:15 (CET)","14640","0","N/A","14640"
"04.01.2015 20:15 - 04.01.2015 20:30 (CET)","14405","0","N/A","14405"
"04.01.2015 20:30 - 04.01.2015 20:45 (CET)","14168","0","N/A","14168"
"04.01.2015 20:45 - 04.01.2015 21:00 (CET)","13916","0","N/A","13916"
"04.01.2015 21:00 - 04.01.2015 21:15 (CET)","13759","0","N/A","13759"
"04.01.2015 21:15 - 04.01.2015 21:30 (CET)","13658","0","N/A","13658"
"04.01.2015 21:30 - 04.01.2015 21:45 (CET)","13532","0","N/A","13532"
"04.01.2015 21:45 - 04.01.2015 22:00 (CET)","13414","0","N/A","13414"
"04.01.2015 22:00 - 04.01.2015 22:15 (CET)","13278","0","N/A","13278"
"04.01.2015 22:15 - 04.01.2015 22:30 (CET)","13152","0","N/A","13152"
"04.01.2015 22:30 - 04.01.2015 22:45 (CET)","13018","0","N/A","13018"
"04.01.2015 22:45 - 04.01.2015 23:00 (CET)","12897","0","N/A","12897"
"04.01.2015 23:00 - 04.01.2015 23:15 (CET)","12792","0","N/A","12792"
"04.01.2015 23:15 - 04.01.2015 23:30 (CET)","12664","0","N/A","12664"
"04.01.2015 23:30 - 04.01.2015 23:45 (CET)","12542","0","N/A","12542"
"04.01.2015 23:45 - 05.01.2015 00:00 (CET)","12432","0","N/A","12432"
"05.01.2015 00:00 - 05.01.2015 00:15 (CET)","12177","0","554","11623"
"05.01.2015 00:15 - 05.01.2015 00:30 (CET)","12133","0","552","11581"
"05.01.2015 00:30 - 05.01.2015 00:45 (CET)","12100","0","551","11549"
"05.01.2015 00:45 - 05.01.2015 01:00 (CET)","12083","0","550","11533"
"05.01.2015 01:00 - 05.01.2015 01:15 (CET)","12329","0","550","11779"
"05.01.2015 01:15 - 05.01.2015 01:30 (CET)","12382","0","548","11834"
"05.01.2015 01:30 - 05.01.2015 01:45 (CET)","12403","0","548","11855"
"05.01.2015 01:45 - 05.01.2015 02:00 (CET)","12421","0","545","11876"
"05.01.2015 02:00 - 05.01.2015 02:15 (CET)","12436","0","545","11891"
"05.01.2015 02:15 - 05.01.2015 02:30 (CET)","12468","0","544","11924"
"05.01.2015 02:30 - 05.01.2015 02:45 (CET)","12476","0","541","11935"
"05.01.2015 02:45 - 05.01.2015 03:00 (CET)","12484","0","540","11944"
"05.01.2015 03:00 - 05.01.2015 03:15 (CET)","12500","0","539","11961"
"05.01.2015 03:15 - 05.01.2015 03:30 (CET)","12556","0","536","12020"
"05.01.2015 03:30 - 05.01.2015 03:45 (CET)","12596","0","532","12064"
"05.01.2015 03:45 - 05.01.2015 04:00 (CET)","12639","0","528","12111"
"05.01.2015 04:00 - 05.01.2015 04:15 (CET)","12606","0","532","12074"
"05.01.2015 04:15 - 05.01.2015 04:30 (CET)","12654","0","525","12129"
"05.01.2015 04:30 - 05.01.2015 04:45 (CET)","12675","0","519","12156"
"05.01.2015 04:45 - 05.01.2015 05:00 (CET)","12693","0","511","12182"
"05.01.2015 05:00 - 05.01.2015 05:15 (CET)","12690","0","509","12181"
"05.01.2015 05:15 - 05.01.2015 05:30 (CET)","12657","0","498","12159"
"05.01.2015 05:30 - 05.01.2015 05:45 (CET)","12624","0","489","12135"
"05.01.2015 05:45 - 05.01.2015 06:00 (CET)","12589","0","477","12112"
"05.01.2015 06:00 - 05.01.2015 06:15 (CET)","12521","0","468","12053"
"05.01.2015 06:15 - 05.01.2015 06:30 (CET)","12413","0","457","11956"
"05.01.2015 06:30 - 05.01.2015 06:45 (CET)","12296","0","445","11851"
"05.01.2015 06:45 - 05.01.2015 07:00 (CET)","12179","0","433","11746"
"05.01.2015 07:00 - 05.01.2015 07:15 (CET)","12061","0","423","11638"
"05.01.2015 07:15 - 05.01.2015 07:30 (CET)","11926","0","410","11516"
"05.01.2015 07:30 - 05.01.2015 07:45 (CET)","11795","0","398","11397"
"05.01.2015 07:45 - 05.01.2015 08:00 (CET)","11662","0","385","11277"
"05.01.2015 08:00 - 05.01.2015 08:15 (CET)","11531","7","374","11150"
"05.01.2015 08:15 - 05.01.2015 08:30 (CET)","11387","26","363","10998"
"05.01.2015 08:30 - 05.01.2015 08:45 (CET)","11332","138","352","10842"
"05.01.2015 08:45 - 05.01.2015 09:00 (CET)","11461","428","343","10690"
"05.01.2015 09:00 - 05.01.2015 09:15 (CET)","11671","778","334","10559"
"05.01.2015 09:15 - 05.01.2015 09:30 (CET)","11959","1192","327","10440"
"05.01.2015 09:30 - 05.01.2015 09:45 (CET)","12260","1612","318","10330"
"05.01.2015 09:45 - 05.01.2015 10:00 (CET)","12596","2067","310","10219"
"05.01.2015 10:00 - 05.01.2015 10:15 (CET)","12957","2507","306","10144"
"05.01.2015 10:15 - 05.01.2015 10:30 (CET)","13316","2952","304","10060"
"05.01.2015 10:30 - 05.01.2015 10:45 (CET)","13640","3366","301","9973"
"05.01.2015 10:45 - 05.01.2015 11:00 (CET)","13936","3753","300","9883"
"05.01.2015 11:00 - 05.01.2015 11:15 (CET)","14196","4111","291","9794"
"05.01.2015 11:15 - 05.01.2015 11:30 (CET)","14395","4429","292","9674"
"05.01.2015 11:30 - 05.01.2015 11:45 (CET)","14574","4726","293","9555"
"05.01.2015 11:45 - 05.01.2015 12:00 (CET)","14611","4885","291","9435"
"05.01.2015 12:00 - 05.01.2015 12:15 (CET)","14727","5014","379","9334"
"05.01.2015 12:15 - 05.01.2015 12:30 (CET)","14648","5088","375","9185"
"05.01.2015 12:30 - 05.01.2015 12:45 (CET)","14522","5105","373","9044"
"05.01.2015 12:45 - 05.01.2015 13:00 (CET)","14302","5035","370","8897"
"05.01.2015 13:00 - 05.01.2015 13:15 (CET)","13994","4909","364","8721"
"05.01.2015 13:15 - 05.01.2015 13:30 (CET)","13583","4753","352","8478"
"05.01.2015 13:30 - 05.01.2015 13:45 (CET)","13132","4548","341","8243"
"05.01.2015 13:45 - 05.01.2015 14:00 (CET)","12538","4208","327","8003"
"05.01.2015 14:00 - 05.01.2015 14:15 (CET)","11973","3863","320","7790"
"05.01.2015 14:15 - 05.01.2015 14:30 (CET)","11358","3475","306","7577"
"05.01.2015 14:30 - 05.01.2015 14:45 (CET)","10697","3056","288","7353"
"05.01.2015 14:45 - 05.01.2015 15:00 (CET)","9995","2596","270","7129"
"05.01.2015 15:00 - 05.01.2015 15:15 (CET)","9341","2126","264","6951"
"05.01.2015 15:15 - 05.01.2015 15:30 (CET)","8715","1654","247","6814"
"05.01.2015 15:30 - 05.01.2015 15:45 (CET)","8115","1201","229","6685"
"05.01.2015 15:45 - 05.01.2015 16:00 (CET)","7577","803","211","6563"
"05.01.2015 16:00 - 05.01.2015 16:15 (CET)","7088","471","197","6420"
"05.01.2015 16:15 - 05.01.2015 16:30 (CET)","6677","227","188","6262"
"05.01.2015 16:30 - 05.01.2015 16:45 (CET)","6345","63","181","6101"
"05.01.2015 16:45 - 05.01.2015 17:00 (CET)","6135","22","172","5941"
"05.01.2015 17:00 - 05.01.2015 17:15 (CET)","5946","0","164","5782"
"05.01.2015 17:15 - 05.01.2015 17:30 (CET)","5810","0","162","5648"
"05.01.2015 17:30 - 05.01.2015 17:45 (CET)","5672","0","159","5513"
"05.01.2015 17:45 - 05.01.2015 18:00 (CET)","5548","0","156","5392"
"05.01.2015 18:00 - 05.01.2015 18:15 (CET)","5433","0","156","5277"
"05.01.2015 18:15 - 05.01.2015 18:30 (CET)","5343","0","161","5182"
"05.01.2015 18:30 - 05.01.2015 18:45 (CET)","5249","0","166","5083"
"05.01.2015 18:45 - 05.01.2015 19:00 (CET)","5156","0","168","4988"
"05.01.2015 19:00 - 05.01.2015 19:15 (CET)","5048","0","174","4874"
"05.01.2015 19:15 - 05.01.2015 19:30 (CET)","4956","0","183","4773"
"05.01.2015 19:30 - 05.01.2015 19:45 (CET)","4859","0","192","4667"
"05.01.2015 19:45 - 05.01.2015 20:00 (CET)","4758","0","200","4558"
"05.01.2015 20:00 - 05.01.2015 20:15 (CET)","4694","0","210","4484"
"05.01.2015 20:15 - 05.01.2015 20:30 (CET)","4646","0","217","4429"
"05.01.2015 20:30 - 05.01.2015 20:45 (CET)","4583","0","224","4359"
"05.01.2015 20:45 - 05.01.2015 21:00 (CET)","4534","0","233","4301"
"05.01.2015 21:00 - 05.01.2015 21:15 (CET)","4454","0","240","4214"
"05.01.2015 21:15 - 05.01.2015 21:30 (CET)","4383","0","244","4139"
"05.01.2015 21:30 - 05.01.2015 21:45 (CET)","4309","0","251","4058"
"05.01.2015 21:45 - 05.01.2015 22:00 (CET)","4233","0","256","3977"
"05.01.2015 22:00 - 05.01.2015 22:15 (CET)","4164","0","253","3911"
"05.01.2015 22:15 - 05.01.2015 22:30 (CET)","4094","0","255","3839"
"05.01.2015 22:30 - 05.01.2015 22:45 (CET)","4001","0","256","3745"
"05.01.2015 22:45 - 05.01.2015 23:00 (CET)","3934","0","259","3675"
"05.01.2015 23:00 - 05.01.2015 23:15 (CET)","3739","0","232","3507"
"05.01.2015 23:15 - 05.01.2015 23:30 (CET)","3702","0","232","3470"
"05.01.2015 23:30 - 05.01.2015 23:45 (CET)","3659","0","231","3428"
"05.01.2015 23:45 - 06.01.2015 00:00 (CET)","3594","0","229","3365"
"06.01.2015 00:00 - 06.01.2015 00:15 (CET)","3491","0","219","3272"
"06.01.2015 00:15 - 06.01.2015 00:30 (CET)","3414","0","221","3193"
"06.01.2015 00:30 - 06.01.2015 00:45 (CET)","3345","0","223","3122"
"06.01.2015 00:45 - 06.01.2015 01:00 (CET)","3287","0","223","3064"
"06.01.2015 01:00 - 06.01.2015 01:15 (CET)","3299","0","226","3073"
"06.01.2015 01:15 - 06.01.2015 01:30 (CET)","3238","0","229","3009"
"06.01.2015 01:30 - 06.01.2015 01:45 (CET)","3176","0","232","2944"
"06.01.2015 01:45 - 06.01.2015 02:00 (CET)","3124","0","236","2888"
"06.01.2015 02:00 - 06.01.2015 02:15 (CET)","3101","0","239","2862"
"06.01.2015 02:15 - 06.01.2015 02:30 (CET)","3032","0","242","2790"
"06.01.2015 02:30 - 06.01.2015 02:45 (CET)","2960","0","245","2715"
"06.01.2015 02:45 - 06.01.2015 03:00 (CET)","2905","0","249","2656"
"06.01.2015 03:00 - 06.01.2015 03:15 (CET)","2851","0","249","2602"
"06.01.2015 03:15 - 06.01.2015 03:30 (CET)","2803","0","252","2551"
"06.01.2015 03:30 - 06.01.2015 03:45 (CET)","2762","0","254","2508"
"06.01.2015 03:45 - 06.01.2015 04:00 (CET)","2717","0","255","2462"
"06.01.2015 04:00 - 06.01.2015 04:15 (CET)","2592","0","245","2347"
"06.01.2015 04:15 - 06.01.2015 04:30 (CET)","2615","0","248","2367"
"06.01.2015 04:30 - 06.01.2015 04:45 (CET)","2598","0","253","2345"
"06.01.2015 04:45 - 06.01.2015 05:00 (CET)","2585","0","255","2330"
"06.01.2015 05:00 - 06.01.2015 05:15 (CET)","2590","0","260","2330"
"06.01.2015 05:15 - 06.01.2015 05:30 (CET)","2632","0","264","2368"
"06.01.2015 05:30 - 06.01.2015 05:45 (CET)","2646","0","269","2377"
"06.01.2015 05:45 - 06.01.2015 06:00 (CET)","2678","0","274","2404"
"06.01.2015 06:00 - 06.01.2015 06:15 (CET)","2735","0","278","2457"
"06.01.2015 06:15 - 06.01.2015 06:30 (CET)","2796","0","288","2508"
"06.01.2015 06:30 - 06.01.2015 06:45 (CET)","2848","0","294","2554"
"06.01.2015 06:45 - 06.01.2015 07:00 (CET)","2911","0","301","2610"
"06.01.2015 07:00 - 06.01.2015 07:15 (CET)","2960","0","310","2650"
"06.01.2015 07:15 - 06.01.2015 07:30 (CET)","3017","0","317","2700"
"06.01.2015 07:30 - 06.01.2015 07:45 (CET)","3072","0","323","2749"
"06.01.2015 07:45 - 06.01.2015 08:00 (CET)","3134","1","329","2804"
"06.01.2015 08:00 - 06.01.2015 08:15 (CET)","3214","13","335","2866"
"06.01.2015 08:15 - 06.01.2015 08:30 (CET)","3321","53","344","2924"
"06.01.2015 08:30 - 06.01.2015 08:45 (CET)","3589","257","353","2979"
"06.01.2015 08:45 - 06.01.2015 09:00 (CET)","4146","738","362","3046"
"06.01.2015 09:00 - 06.01.2015 09:15 (CET)","4756","1301","366","3089"
"06.01.2015 09:15 - 06.01.2015 09:30 (CET)","5446","1916","377","3153"
"06.01.2015 09:30 - 06.01.2015 09:45 (CET)","6135","2550","386","3199"
"06.01.2015 09:45 - 06.01.2015 10:00 (CET)","6917","3256","397","3264"
"06.01.2015 10:00 - 06.01.2015 10:15 (CET)","7660","3941","404","3315"
"06.01.2015 10:15 - 06.01.2015 10:30 (CET)","8369","4609","403","3357"
"06.01.2015 10:30 - 06.01.2015 10:45 (CET)","9021","5232","405","3384"
"06.01.2015 10:45 - 06.01.2015 11:00 (CET)","9577","5746","405","3426"
"06.01.2015 11:00 - 06.01.2015 11:15 (CET)","10017","6206","394","3417"
"06.01.2015 11:15 - 06.01.2015 11:30 (CET)","10446","6595","392","3459"
"06.01.2015 11:30 - 06.01.2015 11:45 (CET)","10833","6929","388","3516"
"06.01.2015 11:45 - 06.01.2015 12:00 (CET)","11028","7086","384","3558"
"06.01.2015 12:00 - 06.01.2015 12:15 (CET)","11146","7160","395","3591"
"06.01.2015 12:15 - 06.01.2015 12:30 (CET)","11165","7186","396","3583"
"06.01.2015 12:30 - 06.01.2015 12:45 (CET)","11138","7145","398","3595"
"06.01.2015 12:45 - 06.01.2015 13:00 (CET)","10870","6886","400","3584"
"06.01.2015 13:00 - 06.01.2015 13:15 (CET)","10589","6600","404","3585"
"06.01.2015 13:15 - 06.01.2015 13:30 (CET)","10278","6279","410","3589"
"06.01.2015 13:30 - 06.01.2015 13:45 (CET)","9908","5878","415","3615"
"06.01.2015 13:45 - 06.01.2015 14:00 (CET)","9427","5377","422","3628"
"06.01.2015 14:00 - 06.01.2015 14:15 (CET)","8999","4865","432","3702"
"06.01.2015 14:15 - 06.01.2015 14:30 (CET)","8553","4310","439","3804"
"06.01.2015 14:30 - 06.01.2015 14:45 (CET)","8091","3737","442","3912"
"06.01.2015 14:45 - 06.01.2015 15:00 (CET)","7592","3137","446","4009"
"06.01.2015 15:00 - 06.01.2015 15:15 (CET)","7075","2526","429","4120"
"06.01.2015 15:15 - 06.01.2015 15:30 (CET)","6614","1919","434","4261"
"06.01.2015 15:30 - 06.01.2015 15:45 (CET)","6196","1347","440","4409"
"06.01.2015 15:45 - 06.01.2015 16:00 (CET)","5901","904","443","4554"
"06.01.2015 16:00 - 06.01.2015 16:15 (CET)","5684","548","446","4690"
"06.01.2015 16:15 - 06.01.2015 16:30 (CET)","5582","284","447","4851"
"06.01.2015 16:30 - 06.01.2015 16:45 (CET)","5542","77","447","5018"
"06.01.2015 16:45 - 06.01.2015 17:00 (CET)","5661","27","449","5185"
"06.01.2015 17:00 - 06.01.2015 17:15 (CET)","5792","1","446","5345"
"06.01.2015 17:15 - 06.01.2015 17:30 (CET)","5956","1","440","5515"
"06.01.2015 17:30 - 06.01.2015 17:45 (CET)","6108","0","436","5672"
"06.01.2015 17:45 - 06.01.2015 18:00 (CET)","6281","0","430","5851"
"06.01.2015 18:00 - 06.01.2015 18:15 (CET)","6418","0","429","5989"
"06.01.2015 18:15 - 06.01.2015 18:30 (CET)","6540","0","435","6105"
"06.01.2015 18:30 - 06.01.2015 18:45 (CET)","6665","0","442","6223"
"06.01.2015 18:45 - 06.01.2015 19:00 (CET)","6797","0","447","6350"
"06.01.2015 19:00 - 06.01.2015 19:15 (CET)","6894","0","457","6437"
"06.01.2015 19:15 - 06.01.2015 19:30 (CET)","6929","0","462","6467"
"06.01.2015 19:30 - 06.01.2015 19:45 (CET)","6970","0","470","6500"
"06.01.2015 19:45 - 06.01.2015 20:00 (CET)","6989","0","476","6513"
"06.01.2015 20:00 - 06.01.2015 20:15 (CET)","7055","0","480","6575"
"06.01.2015 20:15 - 06.01.2015 20:30 (CET)","7070","0","480","6590"
"06.01.2015 20:30 - 06.01.2015 20:45 (CET)","7090","0","478","6612"
"06.01.2015 20:45 - 06.01.2015 21:00 (CET)","7090","0","476","6614"
"06.01.2015 21:00 - 06.01.2015 21:15 (CET)","7107","0","476","6631"
"06.01.2015 21:15 - 06.01.2015 21:30 (CET)","7123","0","477","6646"
"06.01.2015 21:30 - 06.01.2015 21:45 (CET)","7152","0","481","6671"
"06.01.2015 21:45 - 06.01.2015 22:00 (CET)","7154","0","484","6670"
"06.01.2015 22:00 - 06.01.2015 22:15 (CET)","7143","0","477","6666"
"06.01.2015 22:15 - 06.01.2015 22:30 (CET)","7105","0","453","6652"
"06.01.2015 22:30 - 06.01.2015 22:45 (CET)","7043","0","430","6613"
"06.01.2015 22:45 - 06.01.2015 23:00 (CET)","6979","0","405","6574"
"06.01.2015 23:00 - 06.01.2015 23:15 (CET)","6947","0","368","6579"
"06.01.2015 23:15 - 06.01.2015 23:30 (CET)","6942","0","375","6567"
"06.01.2015 23:30 - 06.01.2015 23:45 (CET)","6939","0","380","6559"
"06.01.2015 23:45 - 07.01.2015 00:00 (CET)","6909","0","386","6523"
"07.01.2015 00:00 - 07.01.2015 00:15 (CET)","7964","0","415","7549"
"07.01.2015 00:15 - 07.01.2015 00:30 (CET)","7925","0","443","7482"
"07.01.2015 00:30 - 07.01.2015 00:45 (CET)","7869","0","472","7397"
"07.01.2015 00:45 - 07.01.2015 01:00 (CET)","7819","0","498","7321"
"07.01.2015 01:00 - 07.01.2015 01:15 (CET)","8905","0","512","8393"
"07.01.2015 01:15 - 07.01.2015 01:30 (CET)","8856","0","516","8340"
"07.01.2015 01:30 - 07.01.2015 01:45 (CET)","8795","0","518","8277"
"07.01.2015 01:45 - 07.01.2015 02:00 (CET)","8746","0","522","8224"
"07.01.2015 02:00 - 07.01.2015 02:15 (CET)","8677","0","520","8157"
"07.01.2015 02:15 - 07.01.2015 02:30 (CET)","8642","0","508","8134"
"07.01.2015 02:30 - 07.01.2015 02:45 (CET)","8600","0","499","8101"
"07.01.2015 02:45 - 07.01.2015 03:00 (CET)","8538","0","488","8050"
"07.01.2015 03:00 - 07.01.2015 03:15 (CET)","8516","0","475","8041"
"07.01.2015 03:15 - 07.01.2015 03:30 (CET)","8547","0","462","8085"
"07.01.2015 03:30 - 07.01.2015 03:45 (CET)","8587","0","448","8139"
"07.01.2015 03:45 - 07.01.2015 04:00 (CET)","8634","0","433","8201"
"07.01.2015 04:00 - 07.01.2015 04:15 (CET)","8750","0","425","8325"
"07.01.2015 04:15 - 07.01.2015 04:30 (CET)","8692","0","415","8277"
"07.01.2015 04:30 - 07.01.2015 04:45 (CET)","8637","0","406","8231"
"07.01.2015 04:45 - 07.01.2015 05:00 (CET)","8563","0","396","8167"
"07.01.2015 05:00 - 07.01.2015 05:15 (CET)","8520","0","391","8129"
"07.01.2015 05:15 - 07.01.2015 05:30 (CET)","8462","0","386","8076"
"07.01.2015 05:30 - 07.01.2015 05:45 (CET)","8400","0","379","8021"
"07.01.2015 05:45 - 07.01.2015 06:00 (CET)","8353","0","377","7976"
"07.01.2015 06:00 - 07.01.2015 06:15 (CET)","8304","0","371","7933"
"07.01.2015 06:15 - 07.01.2015 06:30 (CET)","8266","0","367","7899"
"07.01.2015 06:30 - 07.01.2015 06:45 (CET)","8269","0","364","7905"
"07.01.2015 06:45 - 07.01.2015 07:00 (CET)","8241","0","360","7881"
"07.01.2015 07:00 - 07.01.2015 07:15 (CET)","8190","0","358","7832"
"07.01.2015 07:15 - 07.01.2015 07:30 (CET)","8114","0","364","7750"
"07.01.2015 07:30 - 07.01.2015 07:45 (CET)","8032","0","368","7664"
"07.01.2015 07:45 - 07.01.2015 08:00 (CET)","7957","0","373","7584"
"07.01.2015 08:00 - 07.01.2015 08:15 (CET)","7875","7","378","7490"
"07.01.2015 08:15 - 07.01.2015 08:30 (CET)","7814","28","390","7396"
"07.01.2015 08:30 - 07.01.2015 08:45 (CET)","7813","80","401","7332"
"07.01.2015 08:45 - 07.01.2015 09:00 (CET)","7833","187","413","7233"
"07.01.2015 09:00 - 07.01.2015 09:15 (CET)","7920","322","425","7173"
"07.01.2015 09:15 - 07.01.2015 09:30 (CET)","8082","485","437","7160"
"07.01.2015 09:30 - 07.01.2015 09:45 (CET)","8260","662","451","7147"
"07.01.2015 09:45 - 07.01.2015 10:00 (CET)","8467","886","466","7115"
"07.01.2015 10:00 - 07.01.2015 10:15 (CET)","8694","1111","478","7105"
"07.01.2015 10:15 - 07.01.2015 10:30 (CET)","8957","1356","486","7115"
"07.01.2015 10:30 - 07.01.2015 10:45 (CET)","9219","1590","497","7132"
"07.01.2015 10:45 - 07.01.2015 11:00 (CET)","9437","1807","504","7126"
"07.01.2015 11:00 - 07.01.2015 11:15 (CET)","9598","2013","512","7073"
"07.01.2015 11:15 - 07.01.2015 11:30 (CET)","9810","2198","516","7096"
"07.01.2015 11:30 - 07.01.2015 11:45 (CET)","10024","2356","521","7147"
"07.01.2015 11:45 - 07.01.2015 12:00 (CET)","10181","2486","525","7170"
"07.01.2015 12:00 - 07.01.2015 12:15 (CET)","10285","2596","516","7173"
"07.01.2015 12:15 - 07.01.2015 12:30 (CET)","10349","2676","520","7153"
"07.01.2015 12:30 - 07.01.2015 12:45 (CET)","10406","2720","523","7163"
"07.01.2015 12:45 - 07.01.2015 13:00 (CET)","10374","2713","527","7134"
"07.01.2015 13:00 - 07.01.2015 13:15 (CET)","10407","2688","531","7188"
"07.01.2015 13:15 - 07.01.2015 13:30 (CET)","10289","2646","535","7108"
"07.01.2015 13:30 - 07.01.2015 13:45 (CET)","10159","2561","540","7058"
"07.01.2015 13:45 - 07.01.2015 14:00 (CET)","9905","2393","542","6970"
"07.01.2015 14:00 - 07.01.2015 14:15 (CET)","9695","2220","549","6926"
"07.01.2015 14:15 - 07.01.2015 14:30 (CET)","9490","2040","552","6898"
"07.01.2015 14:30 - 07.01.2015 14:45 (CET)","9268","1820","556","6892"
"07.01.2015 14:45 - 07.01.2015 15:00 (CET)","8966","1542","559","6865"
"07.01.2015 15:00 - 07.01.2015 15:15 (CET)","8682","1262","567","6853"
"07.01.2015 15:15 - 07.01.2015 15:30 (CET)","8411","980","570","6861"
