"MTU (CET)","Generation - Sum [MW] (D) / BZN|DE-AT-LU","Generation - Solar  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Offshore  [MW] (D) / BZN|DE-AT-LU","Generation - Wind Onshore  [MW] (D) / BZN|DE-AT-LU"
"05.08.2016 12:15 - 05.08.2016 12:30 (CEST)","20339","15602","792","3945"
"05.08.2016 12:30 - 05.08.2016 12:45 (CEST)","20748","15847","813","4088"
"05.08.2016 12:45 - 05.08.2016 13:00 (CEST)","21106","16029","833","4244"
"05.08.2016 13:00 - 05.08.2016 13:15 (CEST)","21422","16162","853","4407"
"05.08.2016 13:15 - 05.08.2016 13:30 (CEST)","21746","16255","879","4612"
"05.08.2016 13:30 - 05.08.2016 13:45 (CEST)","22033","16303","904","4826"
"05.08.2016 13:45 - 05.08.2016 14:00 (CEST)","22257","16303","925","5029"
"05.08.2016 14:00 - 05.08.2016 14:15 (CEST)","22416","16232","946","5238"
"05.08.2016 14:15 - 05.08.2016 14:30 (CEST)","22461","16092","969","5400"
"05.08.2016 14:30 - 05.08.2016 14:45 (CEST)","22474","15894","992","5588"
"05.08.2016 14:45 - 05.08.2016 15:00 (CEST)","22396","15624","1016","5756"
"05.08.2016 15:00 - 05.08.2016 15:15 (CEST)","22240","15268","1038","5934"
"05.08.2016 15:15 - 05.08.2016 15:30 (CEST)","21956","14813","1057","6086"
"05.08.2016 15:30 - 05.08.2016 15:45 (CEST)","21597","14296","1079","6222"
"05.08.2016 15:45 - 05.08.2016 16:00 (CEST)","21183","13725","1102","6356"
"05.08.2016 16:00 - 05.08.2016 16:15 (CEST)","20686","13089","1121","6476"
"05.08.2016 16:15 - 05.08.2016 16:30 (CEST)","20089","12392","1145","6552"
"05.08.2016 16:30 - 05.08.2016 16:45 (CEST)","19432","11643","1168","6621"
"05.08.2016 16:45 - 05.08.2016 17:00 (CEST)","18721","10862","1192","6667"
"05.08.2016 17:00 - 05.08.2016 17:15 (CEST)","17933","10002","1216","6715"
"05.08.2016 17:15 - 05.08.2016 17:30 (CEST)","17030","9083","1244","6703"
"05.08.2016 17:30 - 05.08.2016 17:45 (CEST)","16097","8137","1274","6686"
"05.08.2016 17:45 - 05.08.2016 18:00 (CEST)","15140","7170","1301","6669"
"05.08.2016 18:00 - 05.08.2016 18:15 (CEST)","14225","6217","1332","6676"
"05.08.2016 18:15 - 05.08.2016 18:30 (CEST)","13326","5313","1356","6657"
"05.08.2016 18:30 - 05.08.2016 18:45 (CEST)","12427","4421","1384","6622"
"05.08.2016 18:45 - 05.08.2016 19:00 (CEST)","11571","3551","1405","6615"
"05.08.2016 19:00 - 05.08.2016 19:15 (CEST)","10806","2750","1548","6508"
"05.08.2016 19:15 - 05.08.2016 19:30 (CEST)","10156","2075","1554","6527"
"05.08.2016 19:30 - 05.08.2016 19:45 (CEST)","9637","1540","1558","6539"
"05.08.2016 19:45 - 05.08.2016 20:00 (CEST)","9208","1058","1560","6590"
"05.08.2016 20:00 - 05.08.2016 20:15 (CEST)","8868","661","1550","6657"
"05.08.2016 20:15 - 05.08.2016 20:30 (CEST)","8664","371","1532","6761"
"05.08.2016 20:30 - 05.08.2016 20:45 (CEST)","8562","194","1513","6855"
"05.08.2016 20:45 - 05.08.2016 21:00 (CEST)","8515","73","1487","6955"
"05.08.2016 21:00 - 05.08.2016 21:15 (CEST)","8716","18","1580","7118"
"05.08.2016 21:15 - 05.08.2016 21:30 (CEST)","8797","2","1557","7238"
"05.08.2016 21:30 - 05.08.2016 21:45 (CEST)","8879","1","1529","7349"
"05.08.2016 21:45 - 05.08.2016 22:00 (CEST)","8985","0","1505","7480"
"05.08.2016 22:00 - 05.08.2016 22:15 (CEST)","9082","0","1482","7600"
"05.08.2016 22:15 - 05.08.2016 22:30 (CEST)","9155","0","1443","7712"
"05.08.2016 22:30 - 05.08.2016 22:45 (CEST)","9225","0","1402","7823"
"05.08.2016 22:45 - 05.08.2016 23:00 (CEST)","9276","0","1361","7915"
"05.08.2016 23:00 - 05.08.2016 23:15 (CEST)","9297","0","1331","7966"
"05.08.2016 23:15 - 05.08.2016 23:30 (CEST)","9268","0","1318","7950"
"05.08.2016 23:30 - 05.08.2016 23:45 (CEST)","9236","0","1303","7933"
"05.08.2016 23:45 - 06.08.2016 00:00 (CEST)","9208","0","1288","7920"
"06.08.2016 00:00 - 06.08.2016 00:15 (CEST)","8446","0","1111","7335"
"06.08.2016 00:15 - 06.08.2016 00:30 (CEST)","8465","0","1100","7365"
"06.08.2016 00:30 - 06.08.2016 00:45 (CEST)","8486","0","1088","7398"
"06.08.2016 00:45 - 06.08.2016 01:00 (CEST)","8487","0","1071","7416"
"06.08.2016 01:00 - 06.08.2016 01:15 (CEST)","8480","0","1061","7419"
"06.08.2016 01:15 - 06.08.2016 01:30 (CEST)","8461","0","1071","7390"
"06.08.2016 01:30 - 06.08.2016 01:45 (CEST)","8432","0","1077","7355"
"06.08.2016 01:45 - 06.08.2016 02:00 (CEST)","8393","0","1085","7308"
"06.08.2016 02:00 - 06.08.2016 02:15 (CEST)","7781","0","1093","6688"
"06.08.2016 02:15 - 06.08.2016 02:30 (CEST)","7474","0","1113","6361"
"06.08.2016 02:30 - 06.08.2016 02:45 (CEST)","7393","0","1131","6262"
"06.08.2016 02:45 - 06.08.2016 03:00 (CEST)","7327","0","1149","6178"
"06.08.2016 03:00 - 06.08.2016 03:15 (CEST)","7219","0","1169","6050"
"06.08.2016 03:15 - 06.08.2016 03:30 (CEST)","7194","0","1187","6007"
"06.08.2016 03:30 - 06.08.2016 03:45 (CEST)","7165","0","1206","5959"
"06.08.2016 03:45 - 06.08.2016 04:00 (CEST)","7136","0","1228","5908"
"06.08.2016 04:00 - 06.08.2016 04:15 (CEST)","7109","0","1238","5871"
"06.08.2016 04:15 - 06.08.2016 04:30 (CEST)","7069","0","1248","5821"
"06.08.2016 04:30 - 06.08.2016 04:45 (CEST)","7029","0","1258","5771"
"06.08.2016 04:45 - 06.08.2016 05:00 (CEST)","7017","0","1267","5750"
"06.08.2016 05:00 - 06.08.2016 05:15 (CEST)","7005","1","1070","5934"
"06.08.2016 05:15 - 06.08.2016 05:30 (CEST)","7011","3","1074","5934"
"06.08.2016 05:30 - 06.08.2016 05:45 (CEST)","7038","22","1075","5941"
"06.08.2016 05:45 - 06.08.2016 06:00 (CEST)","7070","67","1077","5926"
"06.08.2016 06:00 - 06.08.2016 06:15 (CEST)","7193","205","1078","5910"
"06.08.2016 06:15 - 06.08.2016 06:30 (CEST)","7372","465","1109","5798"
"06.08.2016 06:30 - 06.08.2016 06:45 (CEST)","7696","866","1145","5685"
"06.08.2016 06:45 - 06.08.2016 07:00 (CEST)","8119","1376","1184","5559"
"06.08.2016 07:00 - 06.08.2016 07:15 (CEST)","8705","2047","1210","5448"
"06.08.2016 07:15 - 06.08.2016 07:30 (CEST)","9402","2818","1193","5391"
"06.08.2016 07:30 - 06.08.2016 07:45 (CEST)","10210","3703","1171","5336"
"06.08.2016 07:45 - 06.08.2016 08:00 (CEST)","11118","4626","1156","5336"
"06.08.2016 08:00 - 06.08.2016 08:15 (CEST)","12063","5611","1105","5347"
"06.08.2016 08:15 - 06.08.2016 08:30 (CEST)","13072","6660","1051","5361"
"06.08.2016 08:30 - 06.08.2016 08:45 (CEST)","14124","7755","994","5375"
"06.08.2016 08:45 - 06.08.2016 09:00 (CEST)","15219","8861","943","5415"
"06.08.2016 09:00 - 06.08.2016 09:15 (CEST)","16527","9967","894","5666"
"06.08.2016 09:15 - 06.08.2016 09:30 (CEST)","17665","11057","862","5746"
"06.08.2016 09:30 - 06.08.2016 09:45 (CEST)","18776","12112","826","5838"
"06.08.2016 09:45 - 06.08.2016 10:00 (CEST)","19838","13123","791","5924"
"06.08.2016 10:00 - 06.08.2016 10:15 (CEST)","20829","14045","756","6028"
"06.08.2016 10:15 - 06.08.2016 10:30 (CEST)","21749","14890","728","6131"
"06.08.2016 10:30 - 06.08.2016 10:45 (CEST)","22600","15665","700","6235"
"06.08.2016 10:45 - 06.08.2016 11:00 (CEST)","23387","16371","670","6346"
"06.08.2016 11:00 - 06.08.2016 11:15 (CEST)","24087","16972","641","6474"
"06.08.2016 11:15 - 06.08.2016 11:30 (CEST)","24735","17458","627","6650"
"06.08.2016 11:30 - 06.08.2016 11:45 (CEST)","25335","17894","608","6833"
"06.08.2016 11:45 - 06.08.2016 12:00 (CEST)","25904","18276","586","7042"
"06.08.2016 12:00 - 06.08.2016 12:15 (CEST)","26407","18595","575","7237"
"06.08.2016 12:15 - 06.08.2016 12:30 (CEST)","26832","18843","585","7404"
"06.08.2016 12:30 - 06.08.2016 12:45 (CEST)","27196","19025","599","7572"
"06.08.2016 12:45 - 06.08.2016 13:00 (CEST)","27466","19135","609","7722"
"06.08.2016 13:00 - 06.08.2016 13:15 (CEST)","27637","19153","628","7856"
"06.08.2016 13:15 - 06.08.2016 13:30 (CEST)","27732","19094","647","7991"
"06.08.2016 13:30 - 06.08.2016 13:45 (CEST)","27792","18992","665","8135"
"06.08.2016 13:45 - 06.08.2016 14:00 (CEST)","27795","18828","680","8287"
"06.08.2016 14:00 - 06.08.2016 14:15 (CEST)","27723","18599","698","8426"
"06.08.2016 14:15 - 06.08.2016 14:30 (CEST)","27553","18302","721","8530"
"06.08.2016 14:30 - 06.08.2016 14:45 (CEST)","27325","17946","743","8636"
"06.08.2016 14:45 - 06.08.2016 15:00 (CEST)","27040","17525","773","8742"
"06.08.2016 15:00 - 06.08.2016 15:15 (CEST)","26697","17038","800","8859"
"06.08.2016 15:15 - 06.08.2016 15:30 (CEST)","26236","16468","828","8940"
"06.08.2016 15:30 - 06.08.2016 15:45 (CEST)","25713","15843","859","9011"
"06.08.2016 15:45 - 06.08.2016 16:00 (CEST)","25158","15184","890","9084"
"06.08.2016 16:00 - 06.08.2016 16:15 (CEST)","24541","14476","922","9143"
"06.08.2016 16:15 - 06.08.2016 16:30 (CEST)","23828","13719","968","9141"
"06.08.2016 16:30 - 06.08.2016 16:45 (CEST)","23056","12903","1012","9141"
"06.08.2016 16:45 - 06.08.2016 17:00 (CEST)","22215","12038","1064","9113"
"06.08.2016 17:00 - 06.08.2016 17:15 (CEST)","21291","11113","1111","9067"
"06.08.2016 17:15 - 06.08.2016 17:30 (CEST)","20173","10141","1144","8888"
"06.08.2016 17:30 - 06.08.2016 17:45 (CEST)","19042","9158","1180","8704"
"06.08.2016 17:45 - 06.08.2016 18:00 (CEST)","17898","8160","1213","8525"
"06.08.2016 18:00 - 06.08.2016 18:15 (CEST)","16794","7153","1265","8376"
"06.08.2016 18:15 - 06.08.2016 18:30 (CEST)","15611","6166","1295","8150"
"06.08.2016 18:30 - 06.08.2016 18:45 (CEST)","14424","5189","1324","7911"
"06.08.2016 18:45 - 06.08.2016 19:00 (CEST)","13246","4235","1349","7662"
"06.08.2016 19:00 - 06.08.2016 19:15 (CEST)","12171","3359","1369","7443"
"06.08.2016 19:15 - 06.08.2016 19:30 (CEST)","11208","2600","1377","7231"
"06.08.2016 19:30 - 06.08.2016 19:45 (CEST)","10351","1948","1375","7028"
"06.08.2016 19:45 - 06.08.2016 20:00 (CEST)","9571","1351","1374","6846"
"06.08.2016 20:00 - 06.08.2016 20:15 (CEST)","8919","862","1357","6700"
"06.08.2016 20:15 - 06.08.2016 20:30 (CEST)","8438","483","1330","6625"
"06.08.2016 20:30 - 06.08.2016 20:45 (CEST)","8076","229","1303","6544"
"06.08.2016 20:45 - 06.08.2016 21:00 (CEST)","7838","71","1276","6491"
"06.08.2016 21:00 - 06.08.2016 21:15 (CEST)","7703","18","1240","6445"
"06.08.2016 21:15 - 06.08.2016 21:30 (CEST)","7683","3","1200","6480"
"06.08.2016 21:30 - 06.08.2016 21:45 (CEST)","7676","1","1155","6520"
"06.08.2016 21:45 - 06.08.2016 22:00 (CEST)","7654","1","1111","6542"
"06.08.2016 22:00 - 06.08.2016 22:15 (CEST)","7640","0","1070","6570"
"06.08.2016 22:15 - 06.08.2016 22:30 (CEST)","7632","0","1038","6594"
"06.08.2016 22:30 - 06.08.2016 22:45 (CEST)","7617","0","1004","6613"
"06.08.2016 22:45 - 06.08.2016 23:00 (CEST)","7610","0","972","6638"
"06.08.2016 23:00 - 06.08.2016 23:15 (CEST)","7589","0","938","6651"
"06.08.2016 23:15 - 06.08.2016 23:30 (CEST)","7516","0","921","6595"
"06.08.2016 23:30 - 06.08.2016 23:45 (CEST)","7440","0","897","6543"
"06.08.2016 23:45 - 07.08.2016 00:00 (CEST)","7417","0","876","6541"
"07.08.2016 00:00 - 07.08.2016 00:15 (CEST)","6452","0","777","5675"
"07.08.2016 00:15 - 07.08.2016 00:30 (CEST)","6436","0","768","5668"
"07.08.2016 00:30 - 07.08.2016 00:45 (CEST)","6417","0","753","5664"
"07.08.2016 00:45 - 07.08.2016 01:00 (CEST)","6397","0","741","5656"
"07.08.2016 01:00 - 07.08.2016 01:15 (CEST)","6379","0","744","5635"
"07.08.2016 01:15 - 07.08.2016 01:30 (CEST)","6373","0","758","5615"
"07.08.2016 01:30 - 07.08.2016 01:45 (CEST)","6360","0","768","5592"
"07.08.2016 01:45 - 07.08.2016 02:00 (CEST)","6336","0","783","5553"
"07.08.2016 02:00 - 07.08.2016 02:15 (CEST)","5962","0","806","5156"
"07.08.2016 02:15 - 07.08.2016 02:30 (CEST)","6075","0","863","5212"
"07.08.2016 02:30 - 07.08.2016 02:45 (CEST)","6167","0","923","5244"
"07.08.2016 02:45 - 07.08.2016 03:00 (CEST)","6343","0","982","5361"
"07.08.2016 03:00 - 07.08.2016 03:15 (CEST)","6425","0","1056","5369"
"07.08.2016 03:15 - 07.08.2016 03:30 (CEST)","6555","0","1147","5408"
"07.08.2016 03:30 - 07.08.2016 03:45 (CEST)","6692","0","1239","5453"
"07.08.2016 03:45 - 07.08.2016 04:00 (CEST)","6795","0","1332","5463"
"07.08.2016 04:00 - 07.08.2016 04:15 (CEST)","6887","0","1569","5318"
"07.08.2016 04:15 - 07.08.2016 04:30 (CEST)","6967","0","1661","5306"
"07.08.2016 04:30 - 07.08.2016 04:45 (CEST)","7047","0","1749","5298"
"07.08.2016 04:45 - 07.08.2016 05:00 (CEST)","7122","0","1833","5289"
"07.08.2016 05:00 - 07.08.2016 05:15 (CEST)","7183","2","1916","5265"
"07.08.2016 05:15 - 07.08.2016 05:30 (CEST)","7259","3","2009","5247"
"07.08.2016 05:30 - 07.08.2016 05:45 (CEST)","7353","24","2105","5224"
"07.08.2016 05:45 - 07.08.2016 06:00 (CEST)","7487","75","2206","5206"
"07.08.2016 06:00 - 07.08.2016 06:15 (CEST)","7722","233","2303","5186"
"07.08.2016 06:15 - 07.08.2016 06:30 (CEST)","8019","507","2376","5136"
"07.08.2016 06:30 - 07.08.2016 06:45 (CEST)","8484","951","2455","5078"
"07.08.2016 06:45 - 07.08.2016 07:00 (CEST)","9062","1538","2523","5001"
"07.08.2016 07:00 - 07.08.2016 07:15 (CEST)","9858","2338","2588","4932"
"07.08.2016 07:15 - 07.08.2016 07:30 (CEST)","10886","3309","2657","4920"
"07.08.2016 07:30 - 07.08.2016 07:45 (CEST)","12070","4436","2724","4910"
"07.08.2016 07:45 - 07.08.2016 08:00 (CEST)","13332","5638","2794","4900"
"07.08.2016 08:00 - 07.08.2016 08:15 (CEST)","14587","6932","2781","4874"
"07.08.2016 08:15 - 07.08.2016 08:30 (CEST)","16047","8328","2809","4910"
"07.08.2016 08:30 - 07.08.2016 08:45 (CEST)","17561","9779","2841","4941"
"07.08.2016 08:45 - 07.08.2016 09:00 (CEST)","19197","11242","2872","5083"
"07.08.2016 09:00 - 07.08.2016 09:15 (CEST)","20857","12707","2898","5252"
"07.08.2016 09:15 - 07.08.2016 09:30 (CEST)","22517","14135","2914","5468"
"07.08.2016 09:30 - 07.08.2016 09:45 (CEST)","24115","15497","2928","5690"
"07.08.2016 09:45 - 07.08.2016 10:00 (CEST)","25608","16782","2943","5883"
"07.08.2016 10:00 - 07.08.2016 10:15 (CEST)","27007","17969","2959","6079"
"07.08.2016 10:15 - 07.08.2016 10:30 (CEST)","28317","19047","2963","6307"
"07.08.2016 10:30 - 07.08.2016 10:45 (CEST)","29560","20045","2965","6550"
"07.08.2016 10:45 - 07.08.2016 11:00 (CEST)","30659","20957","2971","6731"
"07.08.2016 11:00 - 07.08.2016 11:15 (CEST)","31603","21732","2970","6901"
"07.08.2016 11:15 - 07.08.2016 11:30 (CEST)","32370","22381","2970","7019"
"07.08.2016 11:30 - 07.08.2016 11:45 (CEST)","33055","22953","2975","7127"
"07.08.2016 11:45 - 07.08.2016 12:00 (CEST)","33657","23452","2977","7228"
"07.08.2016 12:00 - 07.08.2016 12:15 (CEST)","34157","23840","2974","7343"
"07.08.2016 12:15 - 07.08.2016 12:30 (CEST)","34558","24131","2967","7460"
"07.08.2016 12:30 - 07.08.2016 12:45 (CEST)","34906","24369","2957","7580"
"07.08.2016 12:45 - 07.08.2016 13:00 (CEST)","35197","24538","2953","7706"
"07.08.2016 13:00 - 07.08.2016 13:15 (CEST)","35392","24607","2941","7844"
"07.08.2016 13:15 - 07.08.2016 13:30 (CEST)","35449","24583","2927","7939"
"07.08.2016 13:30 - 07.08.2016 13:45 (CEST)","35446","24491","2907","8048"
"07.08.2016 13:45 - 07.08.2016 14:00 (CEST)","35389","24336","2892","8161"
"07.08.2016 14:00 - 07.08.2016 14:15 (CEST)","35234","24072","2877","8285"
"07.08.2016 14:15 - 07.08.2016 14:30 (CEST)","34892","23708","2860","8324"
"07.08.2016 14:30 - 07.08.2016 14:45 (CEST)","34471","23260","2846","8365"
"07.08.2016 14:45 - 07.08.2016 15:00 (CEST)","33952","22717","2833","8402"
"07.08.2016 15:00 - 07.08.2016 15:15 (CEST)","33367","22079","2813","8475"
"07.08.2016 15:15 - 07.08.2016 15:30 (CEST)","32593","21339","2773","8481"
"07.08.2016 15:30 - 07.08.2016 15:45 (CEST)","31707","20495","2734","8478"
"07.08.2016 15:45 - 07.08.2016 16:00 (CEST)","30738","19574","2692","8472"
"07.08.2016 16:00 - 07.08.2016 16:15 (CEST)","29680","18576","2653","8451"
"07.08.2016 16:15 - 07.08.2016 16:30 (CEST)","28499","17502","2619","8378"
"07.08.2016 16:30 - 07.08.2016 16:45 (CEST)","27246","16357","2590","8299"
"07.08.2016 16:45 - 07.08.2016 17:00 (CEST)","25935","15154","2555","8226"
"07.08.2016 17:00 - 07.08.2016 17:15 (CEST)","24526","13871","2524","8131"
"07.08.2016 17:15 - 07.08.2016 17:30 (CEST)","22945","12524","2472","7949"
"07.08.2016 17:30 - 07.08.2016 17:45 (CEST)","21321","11136","2423","7762"
"07.08.2016 17:45 - 07.08.2016 18:00 (CEST)","19664","9716","2388","7560"
"07.08.2016 18:00 - 07.08.2016 18:15 (CEST)","18012","8313","2356","7343"
"07.08.2016 18:15 - 07.08.2016 18:30 (CEST)","16378","6964","2340","7074"
"07.08.2016 18:30 - 07.08.2016 18:45 (CEST)","14799","5674","2326","6799"
"07.08.2016 18:45 - 07.08.2016 19:00 (CEST)","13261","4460","2306","6495"
"07.08.2016 19:00 - 07.08.2016 19:15 (CEST)","11947","3384","2328","6235"
"07.08.2016 19:15 - 07.08.2016 19:30 (CEST)","10835","2487","2276","6072"
"07.08.2016 19:30 - 07.08.2016 19:45 (CEST)","9927","1797","2210","5920"
"07.08.2016 19:45 - 07.08.2016 20:00 (CEST)","9139","1241","2143","5755"
"07.08.2016 20:00 - 07.08.2016 20:15 (CEST)","8499","806","2077","5616"
"07.08.2016 20:15 - 07.08.2016 20:30 (CEST)","8059","460","2020","5579"
"07.08.2016 20:30 - 07.08.2016 20:45 (CEST)","7720","212","1969","5539"
"07.08.2016 20:45 - 07.08.2016 21:00 (CEST)","7481","59","1923","5499"
"07.08.2016 21:00 - 07.08.2016 21:15 (CEST)","7381","16","1884","5481"
"07.08.2016 21:15 - 07.08.2016 21:30 (CEST)","7467","3","1866","5598"
"07.08.2016 21:30 - 07.08.2016 21:45 (CEST)","7573","2","1844","5727"
"07.08.2016 21:45 - 07.08.2016 22:00 (CEST)","7721","1","1825","5895"
"07.08.2016 22:00 - 07.08.2016 22:15 (CEST)","7877","0","1822","6055"
"07.08.2016 22:15 - 07.08.2016 22:30 (CEST)","8122","0","1834","6288"
"07.08.2016 22:30 - 07.08.2016 22:45 (CEST)","8366","0","1852","6514"
"07.08.2016 22:45 - 07.08.2016 23:00 (CEST)","8592","0","1872","6720"
"07.08.2016 23:00 - 07.08.2016 23:15 (CEST)","8803","0","1896","6907"
"07.08.2016 23:15 - 07.08.2016 23:30 (CEST)","9058","0","1944","7114"
"07.08.2016 23:30 - 07.08.2016 23:45 (CEST)","9311","0","1989","7322"
"07.08.2016 23:45 - 08.08.2016 00:00 (CEST)","9555","0","2036","7519"
"08.08.2016 00:00 - 08.08.2016 00:15 (CEST)","10174","0","1879","8295"
"08.08.2016 00:15 - 08.08.2016 00:30 (CEST)","10371","0","1919","8452"
"08.08.2016 00:30 - 08.08.2016 00:45 (CEST)","10572","0","1962","8610"
"08.08.2016 00:45 - 08.08.2016 01:00 (CEST)","10776","0","2008","8768"
"08.08.2016 01:00 - 08.08.2016 01:15 (CEST)","10978","0","2064","8914"
"08.08.2016 01:15 - 08.08.2016 01:30 (CEST)","11231","0","2137","9094"
"08.08.2016 01:30 - 08.08.2016 01:45 (CEST)","11514","0","2214","9300"
"08.08.2016 01:45 - 08.08.2016 02:00 (CEST)","11814","0","2287","9527"
"08.08.2016 02:00 - 08.08.2016 02:15 (CEST)","12888","0","2360","10528"
"08.08.2016 02:15 - 08.08.2016 02:30 (CEST)","13063","0","2432","10631"
"08.08.2016 02:30 - 08.08.2016 02:45 (CEST)","13032","0","2504","10528"
"08.08.2016 02:45 - 08.08.2016 03:00 (CEST)","13205","0","2575","10630"
"08.08.2016 03:00 - 08.08.2016 03:15 (CEST)","13390","0","2638","10752"
"08.08.2016 03:15 - 08.08.2016 03:30 (CEST)","13613","0","2697","10916"
"08.08.2016 03:30 - 08.08.2016 03:45 (CEST)","13830","0","2755","11075"
"08.08.2016 03:45 - 08.08.2016 04:00 (CEST)","14045","0","2812","11233"
"08.08.2016 04:00 - 08.08.2016 04:15 (CEST)","14257","0","3080","11177"
"08.08.2016 04:15 - 08.08.2016 04:30 (CEST)","14446","0","3085","11361"
"08.08.2016 04:30 - 08.08.2016 04:45 (CEST)","14647","0","3094","11553"
"08.08.2016 04:45 - 08.08.2016 05:00 (CEST)","14842","0","3105","11737"
"08.08.2016 05:00 - 08.08.2016 05:15 (CEST)","15038","1","3113","11924"
"08.08.2016 05:15 - 08.08.2016 05:30 (CEST)","15154","2","3121","12031"
"08.08.2016 05:30 - 08.08.2016 05:45 (CEST)","15283","18","3129","12136"
"08.08.2016 05:45 - 08.08.2016 06:00 (CEST)","15438","58","3135","12245"
"08.08.2016 06:00 - 08.08.2016 06:15 (CEST)","15688","195","3140","12353"
"08.08.2016 06:15 - 08.08.2016 06:30 (CEST)","15999","424","3142","12433"
"08.08.2016 06:30 - 08.08.2016 06:45 (CEST)","16478","823","3149","12506"
"08.08.2016 06:45 - 08.08.2016 07:00 (CEST)","17010","1351","3152","12507"
"08.08.2016 07:00 - 08.08.2016 07:15 (CEST)","17728","2071","3157","12500"
"08.08.2016 07:15 - 08.08.2016 07:30 (CEST)","18665","2944","3167","12554"
"08.08.2016 07:30 - 08.08.2016 07:45 (CEST)","19738","3945","3179","12614"
"08.08.2016 07:45 - 08.08.2016 08:00 (CEST)","20861","5005","3189","12667"
"08.08.2016 08:00 - 08.08.2016 08:15 (CEST)","22059","6134","3111","12814"
"08.08.2016 08:15 - 08.08.2016 08:30 (CEST)","23449","7338","3120","12991"
"08.08.2016 08:30 - 08.08.2016 08:45 (CEST)","24896","8590","3127","13179"
"08.08.2016 08:45 - 08.08.2016 09:00 (CEST)","26418","9843","3133","13442"
"08.08.2016 09:00 - 08.08.2016 09:15 (CEST)","27960","11089","3142","13729"
"08.08.2016 09:15 - 08.08.2016 09:30 (CEST)","29510","12298","3149","14063"
"08.08.2016 09:30 - 08.08.2016 09:45 (CEST)","31002","13453","3158","14391"
"08.08.2016 09:45 - 08.08.2016 10:00 (CEST)","32478","14552","3164","14762"
"08.08.2016 10:00 - 08.08.2016 10:15 (CEST)","33884","15569","3171","15144"
"08.08.2016 10:15 - 08.08.2016 10:30 (CEST)","35094","16507","3177","15410"
"08.08.2016 10:30 - 08.08.2016 10:45 (CEST)","36260","17378","3184","15698"
"08.08.2016 10:45 - 08.08.2016 11:00 (CEST)","37335","18178","3192","15965"
"08.08.2016 11:00 - 08.08.2016 11:15 (CEST)","38292","18883","3197","16212"
"08.08.2016 11:15 - 08.08.2016 11:30 (CEST)","39135","19502","3199","16434"
"08.08.2016 11:30 - 08.08.2016 11:45 (CEST)","39911","20047","3199","16665"
"08.08.2016 11:45 - 08.08.2016 12:00 (CEST)","40606","20512","3199","16895"
"08.08.2016 12:00 - 08.08.2016 12:15 (CEST)","41183","20874","3198","17111"
"08.08.2016 12:15 - 08.08.2016 12:30 (CEST)","41570","21141","3199","17230"
"08.08.2016 12:30 - 08.08.2016 12:45 (CEST)","41891","21338","3199","17354"
"08.08.2016 12:45 - 08.08.2016 13:00 (CEST)","42081","21443","3198","17440"
"08.08.2016 13:00 - 08.08.2016 13:15 (CEST)","42134","21439","3196","17499"
"08.08.2016 13:15 - 08.08.2016 13:30 (CEST)","42058","21351","3192","17515"
"08.08.2016 13:30 - 08.08.2016 13:45 (CEST)","41927","21205","3188","17534"
"08.08.2016 13:45 - 08.08.2016 14:00 (CEST)","41668","20991","3182","17495"
"08.08.2016 14:00 - 08.08.2016 14:15 (CEST)","41313","20690","3175","17448"
"08.08.2016 14:15 - 08.08.2016 14:30 (CEST)","40840","20309","3163","17368"
"08.08.2016 14:30 - 08.08.2016 14:45 (CEST)","40319","19880","3144","17295"
"08.08.2016 14:45 - 08.08.2016 15:00 (CEST)","39729","19375","3129","17225"
"08.08.2016 15:00 - 08.08.2016 15:15 (CEST)","38906","18811","3108","16987"
"08.08.2016 15:15 - 08.08.2016 15:30 (CEST)","38106","18181","3088","16837"
"08.08.2016 15:30 - 08.08.2016 15:45 (CEST)","37229","17488","3064","16677"
"08.08.2016 15:45 - 08.08.2016 16:00 (CEST)","36307","16738","3042","16527"
"08.08.2016 16:00 - 08.08.2016 16:15 (CEST)","35326","15923","3024","16379"
"08.08.2016 16:15 - 08.08.2016 16:30 (CEST)","34242","15035","3002","16205"
"08.08.2016 16:30 - 08.08.2016 16:45 (CEST)","33094","14083","2986","16025"
"08.08.2016 16:45 - 08.08.2016 17:00 (CEST)","31884","13074","2957","15853"
"08.08.2016 17:00 - 08.08.2016 17:15 (CEST)","30593","11996","2929","15668"
"08.08.2016 17:15 - 08.08.2016 17:30 (CEST)","29122","10864","2900","15358"
"08.08.2016 17:30 - 08.08.2016 17:45 (CEST)","27615","9707","2872","15036"
"08.08.2016 17:45 - 08.08.2016 18:00 (CEST)","26104","8539","2840","14725"
"08.08.2016 18:00 - 08.08.2016 18:15 (CEST)","24605","7379","2810","14416"
"08.08.2016 18:15 - 08.08.2016 18:30 (CEST)","23115","6263","2785","14067"
"08.08.2016 18:30 - 08.08.2016 18:45 (CEST)","21666","5190","2766","13710"
"08.08.2016 18:45 - 08.08.2016 19:00 (CEST)","20277","4172","2741","13364"
"08.08.2016 19:00 - 08.08.2016 19:15 (CEST)","18981","3256","2714","13011"
"08.08.2016 19:15 - 08.08.2016 19:30 (CEST)","17706","2477","2686","12543"
"08.08.2016 19:30 - 08.08.2016 19:45 (CEST)","16541","1829","2655","12057"
"08.08.2016 19:45 - 08.08.2016 20:00 (CEST)","15432","1247","2622","11563"
