"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"11.05.2015 14:45 - 11.05.2015 15:00","69861","71867"
"11.05.2015 15:00 - 11.05.2015 15:15","69670","71733"
"11.05.2015 15:15 - 11.05.2015 15:30","68945","71108"
"11.05.2015 15:30 - 11.05.2015 15:45","68854","70647"
"11.05.2015 15:45 - 11.05.2015 16:00","67697","69823"
"11.05.2015 16:00 - 11.05.2015 16:15","67710","69262"
"11.05.2015 16:15 - 11.05.2015 16:30","67193","68682"
"11.05.2015 16:30 - 11.05.2015 16:45","67039","68275"
"11.05.2015 16:45 - 11.05.2015 17:00","66861","68324"
"11.05.2015 17:00 - 11.05.2015 17:15","66729","68509"
"11.05.2015 17:15 - 11.05.2015 17:30","67166","68374"
"11.05.2015 17:30 - 11.05.2015 17:45","67262","67782"
"11.05.2015 17:45 - 11.05.2015 18:00","67195","68106"
"11.05.2015 18:00 - 11.05.2015 18:15","67118","67887"
"11.05.2015 18:15 - 11.05.2015 18:30","66926","67801"
"11.05.2015 18:30 - 11.05.2015 18:45","67123","67857"
"11.05.2015 18:45 - 11.05.2015 19:00","67255","68157"
"11.05.2015 19:00 - 11.05.2015 19:15","67205","68346"
"11.05.2015 19:15 - 11.05.2015 19:30","66797","67687"
"11.05.2015 19:30 - 11.05.2015 19:45","66531","67312"
"11.05.2015 19:45 - 11.05.2015 20:00","66293","66499"
"11.05.2015 20:00 - 11.05.2015 20:15","65731","65836"
"11.05.2015 20:15 - 11.05.2015 20:30","65137","65004"
"11.05.2015 20:30 - 11.05.2015 20:45","64402","64499"
"11.05.2015 20:45 - 11.05.2015 21:00","64057","63891"
"11.05.2015 21:00 - 11.05.2015 21:15","63790","64353"
"11.05.2015 21:15 - 11.05.2015 21:30","63163","64436"
"11.05.2015 21:30 - 11.05.2015 21:45","62509","64109"
"11.05.2015 21:45 - 11.05.2015 22:00","61588","62948"
"11.05.2015 22:00 - 11.05.2015 22:15","61012","62455"
"11.05.2015 22:15 - 11.05.2015 22:30","60054","61419"
"11.05.2015 22:30 - 11.05.2015 22:45","58740","59965"
"11.05.2015 22:45 - 11.05.2015 23:00","56651","57875"
"11.05.2015 23:00 - 11.05.2015 23:15","55579","56004"
"11.05.2015 23:15 - 11.05.2015 23:30","54341","54398"
"11.05.2015 23:30 - 11.05.2015 23:45","53242","53541"
"11.05.2015 23:45 - 12.05.2015 00:00","52300","52324"
"12.05.2015 00:00 - 12.05.2015 00:15","52105","51305"
"12.05.2015 00:15 - 12.05.2015 00:30","51189","50885"
"12.05.2015 00:30 - 12.05.2015 00:45","50538","50252"
"12.05.2015 00:45 - 12.05.2015 01:00","49809","49482"
"12.05.2015 01:00 - 12.05.2015 01:15","49002","49041"
"12.05.2015 01:15 - 12.05.2015 01:30","48680","48605"
"12.05.2015 01:30 - 12.05.2015 01:45","48264","48262"
"12.05.2015 01:45 - 12.05.2015 02:00","48057","47916"
"12.05.2015 02:00 - 12.05.2015 02:15","47580","47257"
"12.05.2015 02:15 - 12.05.2015 02:30","47415","46938"
"12.05.2015 02:30 - 12.05.2015 02:45","47493","46877"
"12.05.2015 02:45 - 12.05.2015 03:00","47400","46952"
"12.05.2015 03:00 - 12.05.2015 03:15","47448","46933"
"12.05.2015 03:15 - 12.05.2015 03:30","47452","47305"
"12.05.2015 03:30 - 12.05.2015 03:45","47918","47413"
"12.05.2015 03:45 - 12.05.2015 04:00","47998","47413"
"12.05.2015 04:00 - 12.05.2015 04:15","48331","47832"
"12.05.2015 04:15 - 12.05.2015 04:30","48892","48243"
"12.05.2015 04:30 - 12.05.2015 04:45","49444","48900"
"12.05.2015 04:45 - 12.05.2015 05:00","49965","49843"
"12.05.2015 05:00 - 12.05.2015 05:15","51408","51413"
"12.05.2015 05:15 - 12.05.2015 05:30","51966","52022"
"12.05.2015 05:30 - 12.05.2015 05:45","53565","52763"
"12.05.2015 05:45 - 12.05.2015 06:00","55047","54153"
"12.05.2015 06:00 - 12.05.2015 06:15","58602","57782"
"12.05.2015 06:15 - 12.05.2015 06:30","61053","60112"
"12.05.2015 06:30 - 12.05.2015 06:45","63072","62028"
"12.05.2015 06:45 - 12.05.2015 07:00","64514","63396"
"12.05.2015 07:00 - 12.05.2015 07:15","66739","65310"
"12.05.2015 07:15 - 12.05.2015 07:30","68165","66504"
"12.05.2015 07:30 - 12.05.2015 07:45","69406","67389"
"12.05.2015 07:45 - 12.05.2015 08:00","70393","68229"
"12.05.2015 08:00 - 12.05.2015 08:15","71854","69328"
"12.05.2015 08:15 - 12.05.2015 08:30","72547","69650"
"12.05.2015 08:30 - 12.05.2015 08:45","72746","69832"
"12.05.2015 08:45 - 12.05.2015 09:00","73016","69973"
"12.05.2015 09:00 - 12.05.2015 09:15","72828","69692"
"12.05.2015 09:15 - 12.05.2015 09:30","73158","69894"
"12.05.2015 09:30 - 12.05.2015 09:45","73628","70803"
"12.05.2015 09:45 - 12.05.2015 10:00","73893","71407"
"12.05.2015 10:00 - 12.05.2015 10:15","74011","71233"
"12.05.2015 10:15 - 12.05.2015 10:30","74449","71230"
"12.05.2015 10:30 - 12.05.2015 10:45","75186","72053"
"12.05.2015 10:45 - 12.05.2015 11:00","75348","72523"
"12.05.2015 11:00 - 12.05.2015 11:15","76097","73150"
"12.05.2015 11:15 - 12.05.2015 11:30","76267","73503"
"12.05.2015 11:30 - 12.05.2015 11:45","76745","73976"
"12.05.2015 11:45 - 12.05.2015 12:00","76661","74004"
"12.05.2015 12:00 - 12.05.2015 12:15","76087","73463"
"12.05.2015 12:15 - 12.05.2015 12:30","75671","73393"
"12.05.2015 12:30 - 12.05.2015 12:45","75612","73233"
"12.05.2015 12:45 - 12.05.2015 13:00","76071","73236"
"12.05.2015 13:00 - 12.05.2015 13:15","75810","73571"
"12.05.2015 13:15 - 12.05.2015 13:30","75493","73235"
"12.05.2015 13:30 - 12.05.2015 13:45","75016","72781"
"12.05.2015 13:45 - 12.05.2015 14:00","72645","71835"
"12.05.2015 14:00 - 12.05.2015 14:15","72366","72397"
"12.05.2015 14:15 - 12.05.2015 14:30","71935","72178"
"12.05.2015 14:30 - 12.05.2015 14:45","71355","72001"
"12.05.2015 14:45 - 12.05.2015 15:00","71089","72036"
"12.05.2015 15:00 - 12.05.2015 15:15","70833","71416"
"12.05.2015 15:15 - 12.05.2015 15:30","70357","70766"
"12.05.2015 15:30 - 12.05.2015 15:45","69856","71339"
"12.05.2015 15:45 - 12.05.2015 16:00","69156","70923"
"12.05.2015 16:00 - 12.05.2015 16:15","68718","70277"
"12.05.2015 16:15 - 12.05.2015 16:30","68519","70375"
"12.05.2015 16:30 - 12.05.2015 16:45","68351","71302"
"12.05.2015 16:45 - 12.05.2015 17:00","68448","70664"
"12.05.2015 17:00 - 12.05.2015 17:15","68023","69789"
"12.05.2015 17:15 - 12.05.2015 17:30","68343","69676"
"12.05.2015 17:30 - 12.05.2015 17:45","68334","69604"
"12.05.2015 17:45 - 12.05.2015 18:00","68119","70123"
"12.05.2015 18:00 - 12.05.2015 18:15","67904","70444"
"12.05.2015 18:15 - 12.05.2015 18:30","67731","70139"
"12.05.2015 18:30 - 12.05.2015 18:45","67878","69736"
"12.05.2015 18:45 - 12.05.2015 19:00","68021","70060"
"12.05.2015 19:00 - 12.05.2015 19:15","67717","70151"
"12.05.2015 19:15 - 12.05.2015 19:30","67162","68957"
"12.05.2015 19:30 - 12.05.2015 19:45","66825","67912"
"12.05.2015 19:45 - 12.05.2015 20:00","66704","68113"
"12.05.2015 20:00 - 12.05.2015 20:15","66162","66802"
"12.05.2015 20:15 - 12.05.2015 20:30","65461","65821"
"12.05.2015 20:30 - 12.05.2015 20:45","64768","65352"
"12.05.2015 20:45 - 12.05.2015 21:00","64414","63880"
"12.05.2015 21:00 - 12.05.2015 21:15","64183","63581"
"12.05.2015 21:15 - 12.05.2015 21:30","63663","63409"
"12.05.2015 21:30 - 12.05.2015 21:45","62877","63279"
"12.05.2015 21:45 - 12.05.2015 22:00","61962","62251"
"12.05.2015 22:00 - 12.05.2015 22:15","61181","61369"
"12.05.2015 22:15 - 12.05.2015 22:30","60219","59912"
"12.05.2015 22:30 - 12.05.2015 22:45","58954","58241"
"12.05.2015 22:45 - 12.05.2015 23:00","57351","57430"
"12.05.2015 23:00 - 12.05.2015 23:15","55697","56040"
"12.05.2015 23:15 - 12.05.2015 23:30","54560","54752"
"12.05.2015 23:30 - 12.05.2015 23:45","53446","53509"
"12.05.2015 23:45 - 13.05.2015 00:00","52564","52527"
"13.05.2015 00:00 - 13.05.2015 00:15","51807","51443"
"13.05.2015 00:15 - 13.05.2015 00:30","50809","50772"
"13.05.2015 00:30 - 13.05.2015 00:45","50043","50036"
"13.05.2015 00:45 - 13.05.2015 01:00","49271","49088"
"13.05.2015 01:00 - 13.05.2015 01:15","48543","49003"
"13.05.2015 01:15 - 13.05.2015 01:30","48200","48654"
"13.05.2015 01:30 - 13.05.2015 01:45","47718","48463"
"13.05.2015 01:45 - 13.05.2015 02:00","47424","47784"
"13.05.2015 02:00 - 13.05.2015 02:15","47073","47395"
"13.05.2015 02:15 - 13.05.2015 02:30","46748","46957"
"13.05.2015 02:30 - 13.05.2015 02:45","46775","46936"
"13.05.2015 02:45 - 13.05.2015 03:00","46701","46916"
"13.05.2015 03:00 - 13.05.2015 03:15","46688","47110"
"13.05.2015 03:15 - 13.05.2015 03:30","46740","47158"
"13.05.2015 03:30 - 13.05.2015 03:45","47116","47241"
"13.05.2015 03:45 - 13.05.2015 04:00","47084","47327"
"13.05.2015 04:00 - 13.05.2015 04:15","47423","47809"
"13.05.2015 04:15 - 13.05.2015 04:30","47801","48318"
"13.05.2015 04:30 - 13.05.2015 04:45","48560","48862"
"13.05.2015 04:45 - 13.05.2015 05:00","48970","49654"
"13.05.2015 05:00 - 13.05.2015 05:15","50107","51315"
"13.05.2015 05:15 - 13.05.2015 05:30","50595","52303"
"13.05.2015 05:30 - 13.05.2015 05:45","51856","53045"
"13.05.2015 05:45 - 13.05.2015 06:00","53160","54736"
"13.05.2015 06:00 - 13.05.2015 06:15","56401","58457"
"13.05.2015 06:15 - 13.05.2015 06:30","58603","60667"
"13.05.2015 06:30 - 13.05.2015 06:45","60222","62792"
"13.05.2015 06:45 - 13.05.2015 07:00","61386","64277"
"13.05.2015 07:00 - 13.05.2015 07:15","63857","66421"
"13.05.2015 07:15 - 13.05.2015 07:30","65027","67648"
"13.05.2015 07:30 - 13.05.2015 07:45","65924","68764"
"13.05.2015 07:45 - 13.05.2015 08:00","66538","69605"
"13.05.2015 08:00 - 13.05.2015 08:15","67724","70692"
"13.05.2015 08:15 - 13.05.2015 08:30","68448","71161"
"13.05.2015 08:30 - 13.05.2015 08:45","69079","71431"
"13.05.2015 08:45 - 13.05.2015 09:00","69402","71482"
"13.05.2015 09:00 - 13.05.2015 09:15","69378","71256"
"13.05.2015 09:15 - 13.05.2015 09:30","69790","71559"
"13.05.2015 09:30 - 13.05.2015 09:45","70414","72137"
"13.05.2015 09:45 - 13.05.2015 10:00","70592","72589"
"13.05.2015 10:00 - 13.05.2015 10:15","70921","73472"
"13.05.2015 10:15 - 13.05.2015 10:30","71580","74079"
"13.05.2015 10:30 - 13.05.2015 10:45","71655","74307"
"13.05.2015 10:45 - 13.05.2015 11:00","71833","74943"
"13.05.2015 11:00 - 13.05.2015 11:15","72493","75741"
"13.05.2015 11:15 - 13.05.2015 11:30","73248","75640"
"13.05.2015 11:30 - 13.05.2015 11:45","73618","76124"
"13.05.2015 11:45 - 13.05.2015 12:00","72865","76264"
"13.05.2015 12:00 - 13.05.2015 12:15","72344","75613"
"13.05.2015 12:15 - 13.05.2015 12:30","72375","75542"
"13.05.2015 12:30 - 13.05.2015 12:45","71973","75394"
"13.05.2015 12:45 - 13.05.2015 13:00","72366","75390"
"13.05.2015 13:00 - 13.05.2015 13:15","72294","75535"
"13.05.2015 13:15 - 13.05.2015 13:30","71984","75090"
"13.05.2015 13:30 - 13.05.2015 13:45","71362","74055"
"13.05.2015 13:45 - 13.05.2015 14:00","69908","73386"
"13.05.2015 14:00 - 13.05.2015 14:15","68387","73513"
"13.05.2015 14:15 - 13.05.2015 14:30","68068","73472"
"13.05.2015 14:30 - 13.05.2015 14:45","67715","73189"
"13.05.2015 14:45 - 13.05.2015 15:00","67365","72460"
"13.05.2015 15:00 - 13.05.2015 15:15","66916","72196"
"13.05.2015 15:15 - 13.05.2015 15:30","66268","71546"
"13.05.2015 15:30 - 13.05.2015 15:45","65949","70694"
"13.05.2015 15:45 - 13.05.2015 16:00","65249","69661"
"13.05.2015 16:00 - 13.05.2015 16:15","65201","68837"
"13.05.2015 16:15 - 13.05.2015 16:30","64938","68419"
"13.05.2015 16:30 - 13.05.2015 16:45","64725","68016"
"13.05.2015 16:45 - 13.05.2015 17:00","64568","67644"
"13.05.2015 17:00 - 13.05.2015 17:15","64296","67677"
"13.05.2015 17:15 - 13.05.2015 17:30","64645","67395"
"13.05.2015 17:30 - 13.05.2015 17:45","64683","67298"
"13.05.2015 17:45 - 13.05.2015 18:00","64573","67535"
"13.05.2015 18:00 - 13.05.2015 18:15","64480","66734"
"13.05.2015 18:15 - 13.05.2015 18:30","64300","66573"
"13.05.2015 18:30 - 13.05.2015 18:45","64511","66616"
"13.05.2015 18:45 - 13.05.2015 19:00","64481","66838"
"13.05.2015 19:00 - 13.05.2015 19:15","64202","66473"
"13.05.2015 19:15 - 13.05.2015 19:30","63851","66097"
"13.05.2015 19:30 - 13.05.2015 19:45","63465","65491"
"13.05.2015 19:45 - 13.05.2015 20:00","63352","64849"
"13.05.2015 20:00 - 13.05.2015 20:15","62592","64326"
"13.05.2015 20:15 - 13.05.2015 20:30","61876","63763"
"13.05.2015 20:30 - 13.05.2015 20:45","61201","62792"
"13.05.2015 20:45 - 13.05.2015 21:00","60816","62361"
"13.05.2015 21:00 - 13.05.2015 21:15","60520","62082"
"13.05.2015 21:15 - 13.05.2015 21:30","60197","61833"
"13.05.2015 21:30 - 13.05.2015 21:45","59639","61122"
"13.05.2015 21:45 - 13.05.2015 22:00","58883","60126"
"13.05.2015 22:00 - 13.05.2015 22:15","58213","59311"
"13.05.2015 22:15 - 13.05.2015 22:30","57341","58118"
"13.05.2015 22:30 - 13.05.2015 22:45","56335","56904"
"13.05.2015 22:45 - 13.05.2015 23:00","54975","55285"
"13.05.2015 23:00 - 13.05.2015 23:15","53737","54176"
"13.05.2015 23:15 - 13.05.2015 23:30","52674","52965"
"13.05.2015 23:30 - 13.05.2015 23:45","51722","51995"
"13.05.2015 23:45 - 14.05.2015 00:00","50686","50911"
"14.05.2015 00:00 - 14.05.2015 00:15","50732","49800"
"14.05.2015 00:15 - 14.05.2015 00:30","49858","49066"
"14.05.2015 00:30 - 14.05.2015 00:45","49187","47890"
"14.05.2015 00:45 - 14.05.2015 01:00","48268","47137"
"14.05.2015 01:00 - 14.05.2015 01:15","47556","46101"
"14.05.2015 01:15 - 14.05.2015 01:30","46901","45575"
"14.05.2015 01:30 - 14.05.2015 01:45","46467","44980"
"14.05.2015 01:45 - 14.05.2015 02:00","45993","44470"
"14.05.2015 02:00 - 14.05.2015 02:15","45624","44061"
"14.05.2015 02:15 - 14.05.2015 02:30","45236","43882"
"14.05.2015 02:30 - 14.05.2015 02:45","45231","43337"
"14.05.2015 02:45 - 14.05.2015 03:00","44792","42915"
"14.05.2015 03:00 - 14.05.2015 03:15","44882","42711"
"14.05.2015 03:15 - 14.05.2015 03:30","44677","42457"
"14.05.2015 03:30 - 14.05.2015 03:45","44841","42736"
"14.05.2015 03:45 - 14.05.2015 04:00","44533","42913"
"14.05.2015 04:00 - 14.05.2015 04:15","44610","43041"
"14.05.2015 04:15 - 14.05.2015 04:30","44598","42921"
"14.05.2015 04:30 - 14.05.2015 04:45","44852","42833"
"14.05.2015 04:45 - 14.05.2015 05:00","44802","42690"
"14.05.2015 05:00 - 14.05.2015 05:15","45066","42684"
"14.05.2015 05:15 - 14.05.2015 05:30","44766","41788"
"14.05.2015 05:30 - 14.05.2015 05:45","44319","41246"
"14.05.2015 05:45 - 14.05.2015 06:00","43904","40689"
"14.05.2015 06:00 - 14.05.2015 06:15","44437","41017"
"14.05.2015 06:15 - 14.05.2015 06:30","44882","41462"
"14.05.2015 06:30 - 14.05.2015 06:45","44994","41898"
"14.05.2015 06:45 - 14.05.2015 07:00","45450","42277"
"14.05.2015 07:00 - 14.05.2015 07:15","46462","43388"
"14.05.2015 07:15 - 14.05.2015 07:30","47115","44440"
"14.05.2015 07:30 - 14.05.2015 07:45","47912","45351"
"14.05.2015 07:45 - 14.05.2015 08:00","48798","46518"
"14.05.2015 08:00 - 14.05.2015 08:15","49877","47742"
"14.05.2015 08:15 - 14.05.2015 08:30","50658","48414"
"14.05.2015 08:30 - 14.05.2015 08:45","51511","49442"
"14.05.2015 08:45 - 14.05.2015 09:00","52112","50155"
"14.05.2015 09:00 - 14.05.2015 09:15","53017","51028"
"14.05.2015 09:15 - 14.05.2015 09:30","53881","51665"
"14.05.2015 09:30 - 14.05.2015 09:45","54315","52553"
"14.05.2015 09:45 - 14.05.2015 10:00","54970","52796"
"14.05.2015 10:00 - 14.05.2015 10:15","55705","52972"
"14.05.2015 10:15 - 14.05.2015 10:30","56303","53331"
"14.05.2015 10:30 - 14.05.2015 10:45","56687","53832"
"14.05.2015 10:45 - 14.05.2015 11:00","57398","54125"
"14.05.2015 11:00 - 14.05.2015 11:15","58057","54519"
"14.05.2015 11:15 - 14.05.2015 11:30","58864","55379"
"14.05.2015 11:30 - 14.05.2015 11:45","59304","55854"
"14.05.2015 11:45 - 14.05.2015 12:00","59315","55425"
"14.05.2015 12:00 - 14.05.2015 12:15","58605","54772"
"14.05.2015 12:15 - 14.05.2015 12:30","58401","53941"
"14.05.2015 12:30 - 14.05.2015 12:45","57763","53785"
"14.05.2015 12:45 - 14.05.2015 13:00","57459","52922"
"14.05.2015 13:00 - 14.05.2015 13:15","57028","52236"
"14.05.2015 13:15 - 14.05.2015 13:30","56410","51941"
"14.05.2015 13:30 - 14.05.2015 13:45","55897","51219"
"14.05.2015 13:45 - 14.05.2015 14:00","55122","50482"
"14.05.2015 14:00 - 14.05.2015 14:15","54738","50545"
"14.05.2015 14:15 - 14.05.2015 14:30","54571","50073"
"14.05.2015 14:30 - 14.05.2015 14:45","54155","49706"
"14.05.2015 14:45 - 14.05.2015 15:00","53972","49717"
"14.05.2015 15:00 - 14.05.2015 15:15","53412","49165"
"14.05.2015 15:15 - 14.05.2015 15:30","53098","49047"
"14.05.2015 15:30 - 14.05.2015 15:45","52610","48897"
"14.05.2015 15:45 - 14.05.2015 16:00","52541","48422"
"14.05.2015 16:00 - 14.05.2015 16:15","52537","48510"
"14.05.2015 16:15 - 14.05.2015 16:30","52358","48154"
"14.05.2015 16:30 - 14.05.2015 16:45","52259","47840"
"14.05.2015 16:45 - 14.05.2015 17:00","52365","47867"
"14.05.2015 17:00 - 14.05.2015 17:15","52311","48359"
"14.05.2015 17:15 - 14.05.2015 17:30","52617","48642"
"14.05.2015 17:30 - 14.05.2015 17:45","53154","49369"
"14.05.2015 17:45 - 14.05.2015 18:00","53239","49853"
"14.05.2015 18:00 - 14.05.2015 18:15","53714","50454"
"14.05.2015 18:15 - 14.05.2015 18:30","54402","50991"
"14.05.2015 18:30 - 14.05.2015 18:45","54626","51173"
"14.05.2015 18:45 - 14.05.2015 19:00","54459","51313"
"14.05.2015 19:00 - 14.05.2015 19:15","54732","51705"
"14.05.2015 19:15 - 14.05.2015 19:30","54601","51576"
"14.05.2015 19:30 - 14.05.2015 19:45","54432","51565"
"14.05.2015 19:45 - 14.05.2015 20:00","54457","51522"
"14.05.2015 20:00 - 14.05.2015 20:15","54407","51317"
"14.05.2015 20:15 - 14.05.2015 20:30","54037","51377"
"14.05.2015 20:30 - 14.05.2015 20:45","53824","51396"
"14.05.2015 20:45 - 14.05.2015 21:00","53694","51374"
"14.05.2015 21:00 - 14.05.2015 21:15","53987","51833"
"14.05.2015 21:15 - 14.05.2015 21:30","53916","52182"
"14.05.2015 21:30 - 14.05.2015 21:45","53851","52320"
"14.05.2015 21:45 - 14.05.2015 22:00","53811","52169"
"14.05.2015 22:00 - 14.05.2015 22:15","54058","52259"
"14.05.2015 22:15 - 14.05.2015 22:30","53636","51585"
"14.05.2015 22:30 - 14.05.2015 22:45","52711","50774"
"14.05.2015 22:45 - 14.05.2015 23:00","51595","49612"
"14.05.2015 23:00 - 14.05.2015 23:15","50686","48197"
"14.05.2015 23:15 - 14.05.2015 23:30","49439","47252"
"14.05.2015 23:30 - 14.05.2015 23:45","48562","46291"
"14.05.2015 23:45 - 15.05.2015 00:00","47935","45412"
"15.05.2015 00:00 - 15.05.2015 00:15","44433","44247"
"15.05.2015 00:15 - 15.05.2015 00:30","44177","43595"
"15.05.2015 00:30 - 15.05.2015 00:45","43776","43063"
"15.05.2015 00:45 - 15.05.2015 01:00","43531","42235"
"15.05.2015 01:00 - 15.05.2015 01:15","42808","41918"
"15.05.2015 01:15 - 15.05.2015 01:30","42711","41526"
"15.05.2015 01:30 - 15.05.2015 01:45","42605","41181"
"15.05.2015 01:45 - 15.05.2015 02:00","42384","41040"
"15.05.2015 02:00 - 15.05.2015 02:15","42256","40787"
"15.05.2015 02:15 - 15.05.2015 02:30","42011","40638"
"15.05.2015 02:30 - 15.05.2015 02:45","42153","40605"
"15.05.2015 02:45 - 15.05.2015 03:00","42156","40529"
"15.05.2015 03:00 - 15.05.2015 03:15","41831","40554"
"15.05.2015 03:15 - 15.05.2015 03:30","42248","40615"
"15.05.2015 03:30 - 15.05.2015 03:45","42655","40585"
"15.05.2015 03:45 - 15.05.2015 04:00","42718","40813"
"15.05.2015 04:00 - 15.05.2015 04:15","43329","41651"
"15.05.2015 04:15 - 15.05.2015 04:30","43619","42183"
"15.05.2015 04:30 - 15.05.2015 04:45","44419","42909"
"15.05.2015 04:45 - 15.05.2015 05:00","45196","43295"
"15.05.2015 05:00 - 15.05.2015 05:15","47058","44080"
"15.05.2015 05:15 - 15.05.2015 05:30","47572","44886"
"15.05.2015 05:30 - 15.05.2015 05:45","49127","45713"
"15.05.2015 05:45 - 15.05.2015 06:00","50274","46765"
"15.05.2015 06:00 - 15.05.2015 06:15","52997","48991"
"15.05.2015 06:15 - 15.05.2015 06:30","55107","50555"
"15.05.2015 06:30 - 15.05.2015 06:45","57097","52081"
"15.05.2015 06:45 - 15.05.2015 07:00","58545","53665"
"15.05.2015 07:00 - 15.05.2015 07:15","60306","55567"
"15.05.2015 07:15 - 15.05.2015 07:30","61680","56908"
"15.05.2015 07:30 - 15.05.2015 07:45","62739","58231"
"15.05.2015 07:45 - 15.05.2015 08:00","64064","58971"
"15.05.2015 08:00 - 15.05.2015 08:15","65590","60426"
"15.05.2015 08:15 - 15.05.2015 08:30","66228","61064"
"15.05.2015 08:30 - 15.05.2015 08:45","66561","61646"
"15.05.2015 08:45 - 15.05.2015 09:00","67124","62089"
"15.05.2015 09:00 - 15.05.2015 09:15","67227","62501"
"15.05.2015 09:15 - 15.05.2015 09:30","67381","62875"
"15.05.2015 09:30 - 15.05.2015 09:45","68230","63203"
"15.05.2015 09:45 - 15.05.2015 10:00","68309","63752"
"15.05.2015 10:00 - 15.05.2015 10:15","68513","64610"
"15.05.2015 10:15 - 15.05.2015 10:30","68819","64798"
"15.05.2015 10:30 - 15.05.2015 10:45","69548","65171"
"15.05.2015 10:45 - 15.05.2015 11:00","69676","65116"
"15.05.2015 11:00 - 15.05.2015 11:15","70422","65462"
"15.05.2015 11:15 - 15.05.2015 11:30","70923","65716"
"15.05.2015 11:30 - 15.05.2015 11:45","70669","65901"
"15.05.2015 11:45 - 15.05.2015 12:00","70651","65798"
"15.05.2015 12:00 - 15.05.2015 12:15","70169","65259"
"15.05.2015 12:15 - 15.05.2015 12:30","69715","64735"
"15.05.2015 12:30 - 15.05.2015 12:45","69163","64305"
"15.05.2015 12:45 - 15.05.2015 13:00","69316","63825"
"15.05.2015 13:00 - 15.05.2015 13:15","69326","63557"
"15.05.2015 13:15 - 15.05.2015 13:30","68927","63105"
"15.05.2015 13:30 - 15.05.2015 13:45","68743","62148"
"15.05.2015 13:45 - 15.05.2015 14:00","68048","61786"
"15.05.2015 14:00 - 15.05.2015 14:15","67598","61713"
"15.05.2015 14:15 - 15.05.2015 14:30","67359","61427"
"15.05.2015 14:30 - 15.05.2015 14:45","67159","61144"
"15.05.2015 14:45 - 15.05.2015 15:00","66826","61054"
"15.05.2015 15:00 - 15.05.2015 15:15","66634","60655"
"15.05.2015 15:15 - 15.05.2015 15:30","66669","60148"
"15.05.2015 15:30 - 15.05.2015 15:45","66040","59775"
"15.05.2015 15:45 - 15.05.2015 16:00","65443","59458"
"15.05.2015 16:00 - 15.05.2015 16:15","65337","59631"
"15.05.2015 16:15 - 15.05.2015 16:30","64994","59364"
"15.05.2015 16:30 - 15.05.2015 16:45","64860","59375"
"15.05.2015 16:45 - 15.05.2015 17:00","64492","59304"
"15.05.2015 17:00 - 15.05.2015 17:15","64482","59414"
"15.05.2015 17:15 - 15.05.2015 17:30","64110","59579"
"15.05.2015 17:30 - 15.05.2015 17:45","63900","59594"
"15.05.2015 17:45 - 15.05.2015 18:00","63942","59836"
"15.05.2015 18:00 - 15.05.2015 18:15","63948","59230"
"15.05.2015 18:15 - 15.05.2015 18:30","63601","59377"
"15.05.2015 18:30 - 15.05.2015 18:45","63782","59507"
"15.05.2015 18:45 - 15.05.2015 19:00","63996","59629"
"15.05.2015 19:00 - 15.05.2015 19:15","63597","58977"
"15.05.2015 19:15 - 15.05.2015 19:30","62813","58671"
"15.05.2015 19:30 - 15.05.2015 19:45","62646","58381"
"15.05.2015 19:45 - 15.05.2015 20:00","62201","58198"
"15.05.2015 20:00 - 15.05.2015 20:15","61686","57577"
"15.05.2015 20:15 - 15.05.2015 20:30","60904","56618"
"15.05.2015 20:30 - 15.05.2015 20:45","60187","56067"
"15.05.2015 20:45 - 15.05.2015 21:00","59675","55968"
"15.05.2015 21:00 - 15.05.2015 21:15","59475","55905"
"15.05.2015 21:15 - 15.05.2015 21:30","59088","56002"
"15.05.2015 21:30 - 15.05.2015 21:45","58686","55786"
"15.05.2015 21:45 - 15.05.2015 22:00","57969","55383"
"15.05.2015 22:00 - 15.05.2015 22:15","57328","54967"
"15.05.2015 22:15 - 15.05.2015 22:30","56634","54287"
"15.05.2015 22:30 - 15.05.2015 22:45","55374","53289"
"15.05.2015 22:45 - 15.05.2015 23:00","53971","52207"
"15.05.2015 23:00 - 15.05.2015 23:15","52458","50963"
"15.05.2015 23:15 - 15.05.2015 23:30","51368","49400"
"15.05.2015 23:30 - 15.05.2015 23:45","50458","48706"
"15.05.2015 23:45 - 16.05.2015 00:00","49632","48108"
"16.05.2015 00:00 - 16.05.2015 00:15","48981","46623"
"16.05.2015 00:15 - 16.05.2015 00:30","48362","45769"
"16.05.2015 00:30 - 16.05.2015 00:45","47744","45172"
"16.05.2015 00:45 - 16.05.2015 01:00","47102","44291"
"16.05.2015 01:00 - 16.05.2015 01:15","46297","43557"
"16.05.2015 01:15 - 16.05.2015 01:30","45757","43003"
"16.05.2015 01:30 - 16.05.2015 01:45","45279","42560"
"16.05.2015 01:45 - 16.05.2015 02:00","44951","41997"
"16.05.2015 02:00 - 16.05.2015 02:15","44585","41780"
"16.05.2015 02:15 - 16.05.2015 02:30","44206","41387"
"16.05.2015 02:30 - 16.05.2015 02:45","44081","41432"
"16.05.2015 02:45 - 16.05.2015 03:00","43903","41177"
"16.05.2015 03:00 - 16.05.2015 03:15","43814","41329"
"16.05.2015 03:15 - 16.05.2015 03:30","43801","41234"
