"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"04.03.2016 09:15 - 04.03.2016 09:30","76290","74418"
"04.03.2016 09:30 - 04.03.2016 09:45","76998","75898"
"04.03.2016 09:45 - 04.03.2016 10:00","77086","76731"
"04.03.2016 10:00 - 04.03.2016 10:15","77529","76818"
"04.03.2016 10:15 - 04.03.2016 10:30","77436","76834"
"04.03.2016 10:30 - 04.03.2016 10:45","77980","76983"
"04.03.2016 10:45 - 04.03.2016 11:00","77957","77049"
"04.03.2016 11:00 - 04.03.2016 11:15","78080","77141"
"04.03.2016 11:15 - 04.03.2016 11:30","78347","77314"
"04.03.2016 11:30 - 04.03.2016 11:45","78224","77237"
"04.03.2016 11:45 - 04.03.2016 12:00","78241","76911"
"04.03.2016 12:00 - 04.03.2016 12:15","77071","76788"
"04.03.2016 12:15 - 04.03.2016 12:30","77170","76393"
"04.03.2016 12:30 - 04.03.2016 12:45","76495","75923"
"04.03.2016 12:45 - 04.03.2016 13:00","76755","76127"
"04.03.2016 13:00 - 04.03.2016 13:15","76146","76333"
"04.03.2016 13:15 - 04.03.2016 13:30","75373","75873"
"04.03.2016 13:30 - 04.03.2016 13:45","75151","75287"
"04.03.2016 13:45 - 04.03.2016 14:00","74385","74625"
"04.03.2016 14:00 - 04.03.2016 14:15","73736","74889"
"04.03.2016 14:15 - 04.03.2016 14:30","73334","74660"
"04.03.2016 14:30 - 04.03.2016 14:45","73452","74454"
"04.03.2016 14:45 - 04.03.2016 15:00","73357","74098"
"04.03.2016 15:00 - 04.03.2016 15:15","72744","73917"
"04.03.2016 15:15 - 04.03.2016 15:30","72868","73942"
"04.03.2016 15:30 - 04.03.2016 15:45","72758","73299"
"04.03.2016 15:45 - 04.03.2016 16:00","71562","72942"
"04.03.2016 16:00 - 04.03.2016 16:15","71992","72819"
"04.03.2016 16:15 - 04.03.2016 16:30","71270","72445"
"04.03.2016 16:30 - 04.03.2016 16:45","71231","72139"
"04.03.2016 16:45 - 04.03.2016 17:00","72003","72331"
"04.03.2016 17:00 - 04.03.2016 17:15","72788","72878"
"04.03.2016 17:15 - 04.03.2016 17:30","72877","73190"
"04.03.2016 17:30 - 04.03.2016 17:45","73645","73860"
"04.03.2016 17:45 - 04.03.2016 18:00","74353","74524"
"04.03.2016 18:00 - 04.03.2016 18:15","74625","75434"
"04.03.2016 18:15 - 04.03.2016 18:30","75912","76701"
"04.03.2016 18:30 - 04.03.2016 18:45","76575","77405"
"04.03.2016 18:45 - 04.03.2016 19:00","76787","77474"
"04.03.2016 19:00 - 04.03.2016 19:15","76914","76886"
"04.03.2016 19:15 - 04.03.2016 19:30","75677","75804"
"04.03.2016 19:30 - 04.03.2016 19:45","75013","74637"
"04.03.2016 19:45 - 04.03.2016 20:00","74417","73919"
"04.03.2016 20:00 - 04.03.2016 20:15","72680","72686"
"04.03.2016 20:15 - 04.03.2016 20:30","71193","71053"
"04.03.2016 20:30 - 04.03.2016 20:45","69724","69620"
"04.03.2016 20:45 - 04.03.2016 21:00","68932","68069"
"04.03.2016 21:00 - 04.03.2016 21:15","67047","67052"
"04.03.2016 21:15 - 04.03.2016 21:30","66559","66078"
"04.03.2016 21:30 - 04.03.2016 21:45","65982","65049"
"04.03.2016 21:45 - 04.03.2016 22:00","65131","64136"
"04.03.2016 22:00 - 04.03.2016 22:15","65114","64524"
"04.03.2016 22:15 - 04.03.2016 22:30","64659","63701"
"04.03.2016 22:30 - 04.03.2016 22:45","63745","62678"
"04.03.2016 22:45 - 04.03.2016 23:00","62438","61455"
"04.03.2016 23:00 - 04.03.2016 23:15","60625","60006"
"04.03.2016 23:15 - 04.03.2016 23:30","59679","58682"
"04.03.2016 23:30 - 04.03.2016 23:45","58632","57869"
"04.03.2016 23:45 - 05.03.2016 00:00","57637","56627"
"05.03.2016 00:00 - 05.03.2016 00:15","56144","55917"
"05.03.2016 00:15 - 05.03.2016 00:30","55283","54707"
"05.03.2016 00:30 - 05.03.2016 00:45","54733","54062"
"05.03.2016 00:45 - 05.03.2016 01:00","54067","53249"
"05.03.2016 01:00 - 05.03.2016 01:15","53269","52762"
"05.03.2016 01:15 - 05.03.2016 01:30","52674","52088"
"05.03.2016 01:30 - 05.03.2016 01:45","52530","51803"
"05.03.2016 01:45 - 05.03.2016 02:00","52392","51286"
"05.03.2016 02:00 - 05.03.2016 02:15","51978","50622"
"05.03.2016 02:15 - 05.03.2016 02:30","51482","50089"
"05.03.2016 02:30 - 05.03.2016 02:45","51279","50663"
"05.03.2016 02:45 - 05.03.2016 03:00","51298","50363"
"05.03.2016 03:00 - 05.03.2016 03:15","51298","50686"
"05.03.2016 03:15 - 05.03.2016 03:30","51131","50584"
"05.03.2016 03:30 - 05.03.2016 03:45","51156","50672"
"05.03.2016 03:45 - 05.03.2016 04:00","51286","50534"
"05.03.2016 04:00 - 05.03.2016 04:15","51249","50686"
"05.03.2016 04:15 - 05.03.2016 04:30","51300","50759"
"05.03.2016 04:30 - 05.03.2016 04:45","51317","50896"
"05.03.2016 04:45 - 05.03.2016 05:00","51302","50651"
"05.03.2016 05:00 - 05.03.2016 05:15","52106","50467"
"05.03.2016 05:15 - 05.03.2016 05:30","51425","50599"
"05.03.2016 05:30 - 05.03.2016 05:45","51859","50450"
"05.03.2016 05:45 - 05.03.2016 06:00","51904","50499"
"05.03.2016 06:00 - 05.03.2016 06:15","52128","50817"
"05.03.2016 06:15 - 05.03.2016 06:30","52841","51334"
"05.03.2016 06:30 - 05.03.2016 06:45","53471","51883"
"05.03.2016 06:45 - 05.03.2016 07:00","54466","52452"
"05.03.2016 07:00 - 05.03.2016 07:15","55322","53130"
"05.03.2016 07:15 - 05.03.2016 07:30","55712","54144"
"05.03.2016 07:30 - 05.03.2016 07:45","56895","55226"
"05.03.2016 07:45 - 05.03.2016 08:00","57450","56113"
"05.03.2016 08:00 - 05.03.2016 08:15","58837","57276"
"05.03.2016 08:15 - 05.03.2016 08:30","59529","58620"
"05.03.2016 08:30 - 05.03.2016 08:45","60338","59674"
"05.03.2016 08:45 - 05.03.2016 09:00","60935","60536"
"05.03.2016 09:00 - 05.03.2016 09:15","61772","61497"
"05.03.2016 09:15 - 05.03.2016 09:30","62734","62012"
"05.03.2016 09:30 - 05.03.2016 09:45","63119","62867"
"05.03.2016 09:45 - 05.03.2016 10:00","63517","63389"
"05.03.2016 10:00 - 05.03.2016 10:15","64042","63813"
"05.03.2016 10:15 - 05.03.2016 10:30","64332","63991"
"05.03.2016 10:30 - 05.03.2016 10:45","64406","64263"
"05.03.2016 10:45 - 05.03.2016 11:00","64654","64258"
"05.03.2016 11:00 - 05.03.2016 11:15","64944","64128"
"05.03.2016 11:15 - 05.03.2016 11:30","65136","64469"
"05.03.2016 11:30 - 05.03.2016 11:45","65501","64665"
"05.03.2016 11:45 - 05.03.2016 12:00","64966","64392"
"05.03.2016 12:00 - 05.03.2016 12:15","64360","63987"
"05.03.2016 12:15 - 05.03.2016 12:30","64476","63854"
"05.03.2016 12:30 - 05.03.2016 12:45","63838","63785"
"05.03.2016 12:45 - 05.03.2016 13:00","63252","63503"
"05.03.2016 13:00 - 05.03.2016 13:15","63263","63585"
"05.03.2016 13:15 - 05.03.2016 13:30","62390","62917"
"05.03.2016 13:30 - 05.03.2016 13:45","62095","62363"
"05.03.2016 13:45 - 05.03.2016 14:00","61074","61416"
"05.03.2016 14:00 - 05.03.2016 14:15","60495","61021"
"05.03.2016 14:15 - 05.03.2016 14:30","60283","60656"
"05.03.2016 14:30 - 05.03.2016 14:45","60061","60633"
"05.03.2016 14:45 - 05.03.2016 15:00","59991","60460"
"05.03.2016 15:00 - 05.03.2016 15:15","59931","60448"
"05.03.2016 15:15 - 05.03.2016 15:30","59390","60430"
"05.03.2016 15:30 - 05.03.2016 15:45","59282","60113"
"05.03.2016 15:45 - 05.03.2016 16:00","59424","59834"
"05.03.2016 16:00 - 05.03.2016 16:15","59404","59858"
"05.03.2016 16:15 - 05.03.2016 16:30","59620","59936"
"05.03.2016 16:30 - 05.03.2016 16:45","59720","59924"
"05.03.2016 16:45 - 05.03.2016 17:00","59308","60083"
"05.03.2016 17:00 - 05.03.2016 17:15","59963","60551"
"05.03.2016 17:15 - 05.03.2016 17:30","61064","61203"
"05.03.2016 17:30 - 05.03.2016 17:45","61905","62217"
"05.03.2016 17:45 - 05.03.2016 18:00","62912","63141"
"05.03.2016 18:00 - 05.03.2016 18:15","63760","63961"
"05.03.2016 18:15 - 05.03.2016 18:30","65530","64641"
"05.03.2016 18:30 - 05.03.2016 18:45","65629","65534"
"05.03.2016 18:45 - 05.03.2016 19:00","65962","65488"
"05.03.2016 19:00 - 05.03.2016 19:15","66248","64632"
"05.03.2016 19:15 - 05.03.2016 19:30","65100","64140"
"05.03.2016 19:30 - 05.03.2016 19:45","64512","63309"
"05.03.2016 19:45 - 05.03.2016 20:00","64820","62385"
"05.03.2016 20:00 - 05.03.2016 20:15","62949","61644"
"05.03.2016 20:15 - 05.03.2016 20:30","61373","60067"
"05.03.2016 20:30 - 05.03.2016 20:45","60278","59202"
"05.03.2016 20:45 - 05.03.2016 21:00","59441","58162"
"05.03.2016 21:00 - 05.03.2016 21:15","58404","57682"
"05.03.2016 21:15 - 05.03.2016 21:30","58040","57118"
"05.03.2016 21:30 - 05.03.2016 21:45","57852","56333"
"05.03.2016 21:45 - 05.03.2016 22:00","57476","56042"
"05.03.2016 22:00 - 05.03.2016 22:15","57798","56842"
"05.03.2016 22:15 - 05.03.2016 22:30","57618","56504"
"05.03.2016 22:30 - 05.03.2016 22:45","56735","55378"
"05.03.2016 22:45 - 05.03.2016 23:00","56098","54799"
"05.03.2016 23:00 - 05.03.2016 23:15","54348","54092"
"05.03.2016 23:15 - 05.03.2016 23:30","54065","53418"
"05.03.2016 23:30 - 05.03.2016 23:45","52543","52398"
"05.03.2016 23:45 - 06.03.2016 00:00","51882","51619"
"06.03.2016 00:00 - 06.03.2016 00:15","50688","50698"
"06.03.2016 00:15 - 06.03.2016 00:30","49953","49915"
"06.03.2016 00:30 - 06.03.2016 00:45","49327","48874"
"06.03.2016 00:45 - 06.03.2016 01:00","48496","48383"
"06.03.2016 01:00 - 06.03.2016 01:15","47911","47781"
"06.03.2016 01:15 - 06.03.2016 01:30","47494","47162"
"06.03.2016 01:30 - 06.03.2016 01:45","47029","46817"
"06.03.2016 01:45 - 06.03.2016 02:00","46820","46782"
"06.03.2016 02:00 - 06.03.2016 02:15","46496","46534"
"06.03.2016 02:15 - 06.03.2016 02:30","46303","46120"
"06.03.2016 02:30 - 06.03.2016 02:45","46042","45754"
"06.03.2016 02:45 - 06.03.2016 03:00","45848","45718"
"06.03.2016 03:00 - 06.03.2016 03:15","45659","45906"
"06.03.2016 03:15 - 06.03.2016 03:30","45796","45951"
"06.03.2016 03:30 - 06.03.2016 03:45","45718","45885"
"06.03.2016 03:45 - 06.03.2016 04:00","45626","45882"
"06.03.2016 04:00 - 06.03.2016 04:15","45838","45830"
"06.03.2016 04:15 - 06.03.2016 04:30","45836","45964"
"06.03.2016 04:30 - 06.03.2016 04:45","46092","46213"
"06.03.2016 04:45 - 06.03.2016 05:00","46118","46271"
"06.03.2016 05:00 - 06.03.2016 05:15","46562","46080"
"06.03.2016 05:15 - 06.03.2016 05:30","46145","45803"
"06.03.2016 05:30 - 06.03.2016 05:45","46053","45706"
"06.03.2016 05:45 - 06.03.2016 06:00","46229","45436"
"06.03.2016 06:00 - 06.03.2016 06:15","45916","44890"
"06.03.2016 06:15 - 06.03.2016 06:30","46191","45262"
"06.03.2016 06:30 - 06.03.2016 06:45","46769","45431"
"06.03.2016 06:45 - 06.03.2016 07:00","47302","45649"
"06.03.2016 07:00 - 06.03.2016 07:15","47514","46020"
"06.03.2016 07:15 - 06.03.2016 07:30","47993","46747"
"06.03.2016 07:30 - 06.03.2016 07:45","48810","47727"
"06.03.2016 07:45 - 06.03.2016 08:00","49417","48922"
"06.03.2016 08:00 - 06.03.2016 08:15","50536","50073"
"06.03.2016 08:15 - 06.03.2016 08:30","51494","51092"
"06.03.2016 08:30 - 06.03.2016 08:45","52371","51868"
"06.03.2016 08:45 - 06.03.2016 09:00","53285","53040"
"06.03.2016 09:00 - 06.03.2016 09:15","54303","54151"
"06.03.2016 09:15 - 06.03.2016 09:30","55264","54977"
"06.03.2016 09:30 - 06.03.2016 09:45","55984","55470"
"06.03.2016 09:45 - 06.03.2016 10:00","56267","56304"
"06.03.2016 10:00 - 06.03.2016 10:15","56989","56985"
"06.03.2016 10:15 - 06.03.2016 10:30","57692","57358"
"06.03.2016 10:30 - 06.03.2016 10:45","58353","57847"
"06.03.2016 10:45 - 06.03.2016 11:00","58781","58377"
"06.03.2016 11:00 - 06.03.2016 11:15","59649","59315"
"06.03.2016 11:15 - 06.03.2016 11:30","60175","60117"
"06.03.2016 11:30 - 06.03.2016 11:45","60726","60892"
"06.03.2016 11:45 - 06.03.2016 12:00","60536","60785"
"06.03.2016 12:00 - 06.03.2016 12:15","60147","60905"
"06.03.2016 12:15 - 06.03.2016 12:30","60238","60598"
"06.03.2016 12:30 - 06.03.2016 12:45","59335","60176"
"06.03.2016 12:45 - 06.03.2016 13:00","58822","59593"
"06.03.2016 13:00 - 06.03.2016 13:15","58499","59201"
"06.03.2016 13:15 - 06.03.2016 13:30","57925","58618"
"06.03.2016 13:30 - 06.03.2016 13:45","57285","58130"
"06.03.2016 13:45 - 06.03.2016 14:00","56281","57458"
"06.03.2016 14:00 - 06.03.2016 14:15","55833","57066"
"06.03.2016 14:15 - 06.03.2016 14:30","55182","56979"
"06.03.2016 14:30 - 06.03.2016 14:45","55664","56529"
"06.03.2016 14:45 - 06.03.2016 15:00","55117","56038"
"06.03.2016 15:00 - 06.03.2016 15:15","55441","56318"
"06.03.2016 15:15 - 06.03.2016 15:30","55039","56005"
"06.03.2016 15:30 - 06.03.2016 15:45","54834","55969"
"06.03.2016 15:45 - 06.03.2016 16:00","55182","55164"
"06.03.2016 16:00 - 06.03.2016 16:15","55365","55258"
"06.03.2016 16:15 - 06.03.2016 16:30","55522","55587"
"06.03.2016 16:30 - 06.03.2016 16:45","55845","56001"
"06.03.2016 16:45 - 06.03.2016 17:00","55469","55842"
"06.03.2016 17:00 - 06.03.2016 17:15","56192","56164"
"06.03.2016 17:15 - 06.03.2016 17:30","56814","56821"
"06.03.2016 17:30 - 06.03.2016 17:45","58468","57526"
"06.03.2016 17:45 - 06.03.2016 18:00","59097","58271"
"06.03.2016 18:00 - 06.03.2016 18:15","59553","59834"
"06.03.2016 18:15 - 06.03.2016 18:30","62231","61737"
"06.03.2016 18:30 - 06.03.2016 18:45","62215","63058"
"06.03.2016 18:45 - 06.03.2016 19:00","62366","63615"
"06.03.2016 19:00 - 06.03.2016 19:15","63543","63470"
"06.03.2016 19:15 - 06.03.2016 19:30","62548","62945"
"06.03.2016 19:30 - 06.03.2016 19:45","62059","62346"
"06.03.2016 19:45 - 06.03.2016 20:00","62030","61660"
"06.03.2016 20:00 - 06.03.2016 20:15","61098","60721"
"06.03.2016 20:15 - 06.03.2016 20:30","60038","59679"
"06.03.2016 20:30 - 06.03.2016 20:45","58779","58867"
"06.03.2016 20:45 - 06.03.2016 21:00","58210","57904"
"06.03.2016 21:00 - 06.03.2016 21:15","57421","57606"
"06.03.2016 21:15 - 06.03.2016 21:30","56963","57344"
"06.03.2016 21:30 - 06.03.2016 21:45","57253","57005"
"06.03.2016 21:45 - 06.03.2016 22:00","57268","56962"
"06.03.2016 22:00 - 06.03.2016 22:15","57950","58384"
"06.03.2016 22:15 - 06.03.2016 22:30","57759","58127"
"06.03.2016 22:30 - 06.03.2016 22:45","56723","57204"
"06.03.2016 22:45 - 06.03.2016 23:00","55688","56630"
"06.03.2016 23:00 - 06.03.2016 23:15","54362","55782"
"06.03.2016 23:15 - 06.03.2016 23:30","53641","54645"
"06.03.2016 23:30 - 06.03.2016 23:45","52581","53790"
"06.03.2016 23:45 - 07.03.2016 00:00","51859","53038"
"07.03.2016 00:00 - 07.03.2016 00:15","51846","52866"
"07.03.2016 00:15 - 07.03.2016 00:30","50849","52266"
"07.03.2016 00:30 - 07.03.2016 00:45","50323","51551"
"07.03.2016 00:45 - 07.03.2016 01:00","49788","51100"
"07.03.2016 01:00 - 07.03.2016 01:15","49197","50809"
"07.03.2016 01:15 - 07.03.2016 01:30","48899","50309"
"07.03.2016 01:30 - 07.03.2016 01:45","48680","49871"
"07.03.2016 01:45 - 07.03.2016 02:00","48445","49846"
"07.03.2016 02:00 - 07.03.2016 02:15","48210","49554"
"07.03.2016 02:15 - 07.03.2016 02:30","48056","49453"
"07.03.2016 02:30 - 07.03.2016 02:45","48051","49335"
"07.03.2016 02:45 - 07.03.2016 03:00","48062","49316"
"07.03.2016 03:00 - 07.03.2016 03:15","48350","49640"
"07.03.2016 03:15 - 07.03.2016 03:30","48369","49769"
"07.03.2016 03:30 - 07.03.2016 03:45","48499","50114"
"07.03.2016 03:45 - 07.03.2016 04:00","48809","50161"
"07.03.2016 04:00 - 07.03.2016 04:15","49544","50979"
"07.03.2016 04:15 - 07.03.2016 04:30","50054","51388"
"07.03.2016 04:30 - 07.03.2016 04:45","50518","52037"
"07.03.2016 04:45 - 07.03.2016 05:00","51243","53027"
"07.03.2016 05:00 - 07.03.2016 05:15","53196","54435"
"07.03.2016 05:15 - 07.03.2016 05:30","53583","55525"
"07.03.2016 05:30 - 07.03.2016 05:45","55110","56864"
"07.03.2016 05:45 - 07.03.2016 06:00","57029","58589"
"07.03.2016 06:00 - 07.03.2016 06:15","60295","62301"
"07.03.2016 06:15 - 07.03.2016 06:30","63277","65358"
"07.03.2016 06:30 - 07.03.2016 06:45","65743","67540"
"07.03.2016 06:45 - 07.03.2016 07:00","67674","68717"
"07.03.2016 07:00 - 07.03.2016 07:15","69761","71046"
"07.03.2016 07:15 - 07.03.2016 07:30","70708","72290"
"07.03.2016 07:30 - 07.03.2016 07:45","71641","73148"
"07.03.2016 07:45 - 07.03.2016 08:00","72339","73777"
"07.03.2016 08:00 - 07.03.2016 08:15","73768","74807"
"07.03.2016 08:15 - 07.03.2016 08:30","74178","75344"
"07.03.2016 08:30 - 07.03.2016 08:45","74479","75685"
"07.03.2016 08:45 - 07.03.2016 09:00","74688","75775"
"07.03.2016 09:00 - 07.03.2016 09:15","74641","75877"
"07.03.2016 09:15 - 07.03.2016 09:30","75045","76119"
"07.03.2016 09:30 - 07.03.2016 09:45","75447","76628"
"07.03.2016 09:45 - 07.03.2016 10:00","75855","76865"
"07.03.2016 10:00 - 07.03.2016 10:15","76284","77309"
"07.03.2016 10:15 - 07.03.2016 10:30","76343","77820"
"07.03.2016 10:30 - 07.03.2016 10:45","76549","77810"
"07.03.2016 10:45 - 07.03.2016 11:00","76790","77852"
"07.03.2016 11:00 - 07.03.2016 11:15","77157","77589"
"07.03.2016 11:15 - 07.03.2016 11:30","77276","78036"
"07.03.2016 11:30 - 07.03.2016 11:45","77551","78434"
"07.03.2016 11:45 - 07.03.2016 12:00","77975","78352"
"07.03.2016 12:00 - 07.03.2016 12:15","76818","77685"
"07.03.2016 12:15 - 07.03.2016 12:30","76749","77787"
"07.03.2016 12:30 - 07.03.2016 12:45","76529","77493"
"07.03.2016 12:45 - 07.03.2016 13:00","76950","77074"
"07.03.2016 13:00 - 07.03.2016 13:15","76842","77225"
"07.03.2016 13:15 - 07.03.2016 13:30","76216","77062"
"07.03.2016 13:30 - 07.03.2016 13:45","75952","75985"
"07.03.2016 13:45 - 07.03.2016 14:00","75333","75483"
"07.03.2016 14:00 - 07.03.2016 14:15","74681","75417"
"07.03.2016 14:15 - 07.03.2016 14:30","74739","75341"
"07.03.2016 14:30 - 07.03.2016 14:45","74637","74881"
"07.03.2016 14:45 - 07.03.2016 15:00","74107","74642"
"07.03.2016 15:00 - 07.03.2016 15:15","72720","74703"
"07.03.2016 15:15 - 07.03.2016 15:30","74116","74150"
"07.03.2016 15:30 - 07.03.2016 15:45","74151","73543"
"07.03.2016 15:45 - 07.03.2016 16:00","73205","73202"
"07.03.2016 16:00 - 07.03.2016 16:15","73035","72835"
"07.03.2016 16:15 - 07.03.2016 16:30","71981","72412"
"07.03.2016 16:30 - 07.03.2016 16:45","70041","72277"
"07.03.2016 16:45 - 07.03.2016 17:00","69886","72518"
"07.03.2016 17:00 - 07.03.2016 17:15","70198","72394"
"07.03.2016 17:15 - 07.03.2016 17:30","70433","72272"
"07.03.2016 17:30 - 07.03.2016 17:45","71132","72981"
"07.03.2016 17:45 - 07.03.2016 18:00","72172","74029"
"07.03.2016 18:00 - 07.03.2016 18:15","72317","74716"
"07.03.2016 18:15 - 07.03.2016 18:30","73381","75968"
"07.03.2016 18:30 - 07.03.2016 18:45","74030","77484"
"07.03.2016 18:45 - 07.03.2016 19:00","74344","78345"
"07.03.2016 19:00 - 07.03.2016 19:15","74807","77919"
"07.03.2016 19:15 - 07.03.2016 19:30","73904","77012"
"07.03.2016 19:30 - 07.03.2016 19:45","73647","76628"
"07.03.2016 19:45 - 07.03.2016 20:00","73496","75738"
"07.03.2016 20:00 - 07.03.2016 20:15","71796","74413"
"07.03.2016 20:15 - 07.03.2016 20:30","70950","72915"
"07.03.2016 20:30 - 07.03.2016 20:45","69989","71492"
"07.03.2016 20:45 - 07.03.2016 21:00","69100","70364"
"07.03.2016 21:00 - 07.03.2016 21:15","68264","69776"
"07.03.2016 21:15 - 07.03.2016 21:30","67723","68634"
"07.03.2016 21:30 - 07.03.2016 21:45","67277","67360"
"07.03.2016 21:45 - 07.03.2016 22:00","65960","66338"
"07.03.2016 22:00 - 07.03.2016 22:15","65490","66645"
"07.03.2016 22:15 - 07.03.2016 22:30","64726","65782"
"07.03.2016 22:30 - 07.03.2016 22:45","63487","64397"
"07.03.2016 22:45 - 07.03.2016 23:00","61840","62931"
"07.03.2016 23:00 - 07.03.2016 23:15","60216","61344"
"07.03.2016 23:15 - 07.03.2016 23:30","58854","59924"
"07.03.2016 23:30 - 07.03.2016 23:45","58029","58755"
"07.03.2016 23:45 - 08.03.2016 00:00","56454","57995"
"08.03.2016 00:00 - 08.03.2016 00:15","57469","57929"
"08.03.2016 00:15 - 08.03.2016 00:30","56906","57086"
"08.03.2016 00:30 - 08.03.2016 00:45","56480","56486"
"08.03.2016 00:45 - 08.03.2016 01:00","55934","55928"
"08.03.2016 01:00 - 08.03.2016 01:15","55101","55501"
"08.03.2016 01:15 - 08.03.2016 01:30","54591","55169"
"08.03.2016 01:30 - 08.03.2016 01:45","54487","55008"
"08.03.2016 01:45 - 08.03.2016 02:00","54257","54585"
"08.03.2016 02:00 - 08.03.2016 02:15","53912","54166"
"08.03.2016 02:15 - 08.03.2016 02:30","53394","54175"
"08.03.2016 02:30 - 08.03.2016 02:45","53260","54106"
"08.03.2016 02:45 - 08.03.2016 03:00","53522","54222"
"08.03.2016 03:00 - 08.03.2016 03:15","53334","54187"
"08.03.2016 03:15 - 08.03.2016 03:30","53534","54200"
"08.03.2016 03:30 - 08.03.2016 03:45","53690","54422"
"08.03.2016 03:45 - 08.03.2016 04:00","53775","54173"
"08.03.2016 04:00 - 08.03.2016 04:15","54270","54694"
"08.03.2016 04:15 - 08.03.2016 04:30","54417","55268"
"08.03.2016 04:30 - 08.03.2016 04:45","54952","55836"
"08.03.2016 04:45 - 08.03.2016 05:00","55228","56141"
"08.03.2016 05:00 - 08.03.2016 05:15","57088","57227"
"08.03.2016 05:15 - 08.03.2016 05:30","57407","58161"
"08.03.2016 05:30 - 08.03.2016 05:45","58850","59297"
"08.03.2016 05:45 - 08.03.2016 06:00","60249","61051"
"08.03.2016 06:00 - 08.03.2016 06:15","63290","64503"
"08.03.2016 06:15 - 08.03.2016 06:30","65932","67253"
"08.03.2016 06:30 - 08.03.2016 06:45","68032","69061"
"08.03.2016 06:45 - 08.03.2016 07:00","69580","70750"
"08.03.2016 07:00 - 08.03.2016 07:15","71365","72535"
"08.03.2016 07:15 - 08.03.2016 07:30","72336","73405"
"08.03.2016 07:30 - 08.03.2016 07:45","73346","74339"
"08.03.2016 07:45 - 08.03.2016 08:00","73829","75051"
"08.03.2016 08:00 - 08.03.2016 08:15","75126","75791"
"08.03.2016 08:15 - 08.03.2016 08:30","75448","75707"
"08.03.2016 08:30 - 08.03.2016 08:45","75635","76001"
"08.03.2016 08:45 - 08.03.2016 09:00","75749","76145"
"08.03.2016 09:00 - 08.03.2016 09:15","75608","76890"
"08.03.2016 09:15 - 08.03.2016 09:30","75721","77614"
"08.03.2016 09:30 - 08.03.2016 09:45","75836","78349"
"08.03.2016 09:45 - 08.03.2016 10:00","76285","78456"
"08.03.2016 10:00 - 08.03.2016 10:15","76529","78263"
"08.03.2016 10:15 - 08.03.2016 10:30","76721","78287"
"08.03.2016 10:30 - 08.03.2016 10:45","76932","78347"
"08.03.2016 10:45 - 08.03.2016 11:00","76915","78767"
"08.03.2016 11:00 - 08.03.2016 11:15","77172","78977"
"08.03.2016 11:15 - 08.03.2016 11:30","77235","79344"
"08.03.2016 11:30 - 08.03.2016 11:45","77420","79606"
"08.03.2016 11:45 - 08.03.2016 12:00","77237","79540"
"08.03.2016 12:00 - 08.03.2016 12:15","76806","79021"
"08.03.2016 12:15 - 08.03.2016 12:30","76479","78929"
"08.03.2016 12:30 - 08.03.2016 12:45","76035","78590"
"08.03.2016 12:45 - 08.03.2016 13:00","76684","78408"
"08.03.2016 13:00 - 08.03.2016 13:15","76624","78472"
"08.03.2016 13:15 - 08.03.2016 13:30","75994","78390"
"08.03.2016 13:30 - 08.03.2016 13:45","75986","77948"
"08.03.2016 13:45 - 08.03.2016 14:00","74962","77522"
"08.03.2016 14:00 - 08.03.2016 14:15","74691","77081"
"08.03.2016 14:15 - 08.03.2016 14:30","74456","76620"
"08.03.2016 14:30 - 08.03.2016 14:45","74287","76322"
"08.03.2016 14:45 - 08.03.2016 15:00","74447","75793"
"08.03.2016 15:00 - 08.03.2016 15:15","73821","75627"
"08.03.2016 15:15 - 08.03.2016 15:30","73688","75385"
"08.03.2016 15:30 - 08.03.2016 15:45","73484","74733"
"08.03.2016 15:45 - 08.03.2016 16:00","72691","74158"
"08.03.2016 16:00 - 08.03.2016 16:15","72779","73512"
"08.03.2016 16:15 - 08.03.2016 16:30","72292","73338"
"08.03.2016 16:30 - 08.03.2016 16:45","72270","73260"
"08.03.2016 16:45 - 08.03.2016 17:00","72555","72986"
"08.03.2016 17:00 - 08.03.2016 17:15","73189","73076"
"08.03.2016 17:15 - 08.03.2016 17:30","73178","73514"
"08.03.2016 17:30 - 08.03.2016 17:45","74152","73974"
"08.03.2016 17:45 - 08.03.2016 18:00","74937","74585"
"08.03.2016 18:00 - 08.03.2016 18:15","75533","75038"
"08.03.2016 18:15 - 08.03.2016 18:30","76632","76377"
"08.03.2016 18:30 - 08.03.2016 18:45","77595","77929"
"08.03.2016 18:45 - 08.03.2016 19:00","78140","78614"
"08.03.2016 19:00 - 08.03.2016 19:15","78037","78421"
"08.03.2016 19:15 - 08.03.2016 19:30","76992","77511"
"08.03.2016 19:30 - 08.03.2016 19:45","76916","76951"
"08.03.2016 19:45 - 08.03.2016 20:00","76078","75929"
"08.03.2016 20:00 - 08.03.2016 20:15","74154","74543"
"08.03.2016 20:15 - 08.03.2016 20:30","72567","72895"
"08.03.2016 20:30 - 08.03.2016 20:45","71273","71864"
"08.03.2016 20:45 - 08.03.2016 21:00","70354","70634"
"08.03.2016 21:00 - 08.03.2016 21:15","68944","69860"
"08.03.2016 21:15 - 08.03.2016 21:30","68297","69013"
"08.03.2016 21:30 - 08.03.2016 21:45","67422","67875"
"08.03.2016 21:45 - 08.03.2016 22:00","66721","66955"
