"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"25.09.2016 18:30 - 25.09.2016 18:45","56271","53936"
"25.09.2016 18:45 - 25.09.2016 19:00","56478","54484"
"25.09.2016 19:00 - 25.09.2016 19:15","56958","55178"
"25.09.2016 19:15 - 25.09.2016 19:30","57030","56083"
"25.09.2016 19:30 - 25.09.2016 19:45","57114","57307"
"25.09.2016 19:45 - 25.09.2016 20:00","57097","57961"
"25.09.2016 20:00 - 25.09.2016 20:15","57193","57989"
"25.09.2016 20:15 - 25.09.2016 20:30","56593","57180"
"25.09.2016 20:30 - 25.09.2016 20:45","55645","56186"
"25.09.2016 20:45 - 25.09.2016 21:00","55462","55167"
"25.09.2016 21:00 - 25.09.2016 21:15","54498","54426"
"25.09.2016 21:15 - 25.09.2016 21:30","54128","53792"
"25.09.2016 21:30 - 25.09.2016 21:45","54159","53079"
"25.09.2016 21:45 - 25.09.2016 22:00","53926","52979"
"25.09.2016 22:00 - 25.09.2016 22:15","53875","53163"
"25.09.2016 22:15 - 25.09.2016 22:30","53132","52465"
"25.09.2016 22:30 - 25.09.2016 22:45","52263","51365"
"25.09.2016 22:45 - 25.09.2016 23:00","51173","50648"
"25.09.2016 23:00 - 25.09.2016 23:15","49807","49484"
"25.09.2016 23:15 - 25.09.2016 23:30","48906","48690"
"25.09.2016 23:30 - 25.09.2016 23:45","48102","47924"
"25.09.2016 23:45 - 26.09.2016 00:00","47395","47311"
"26.09.2016 00:00 - 26.09.2016 00:15","46507","46533"
"26.09.2016 00:15 - 26.09.2016 00:30","45894","45978"
"26.09.2016 00:30 - 26.09.2016 00:45","45622","45691"
"26.09.2016 00:45 - 26.09.2016 01:00","45166","44933"
"26.09.2016 01:00 - 26.09.2016 01:15","44647","44382"
"26.09.2016 01:15 - 26.09.2016 01:30","44368","44210"
"26.09.2016 01:30 - 26.09.2016 01:45","44160","43850"
"26.09.2016 01:45 - 26.09.2016 02:00","43977","43815"
"26.09.2016 02:00 - 26.09.2016 02:15","43712","43696"
"26.09.2016 02:15 - 26.09.2016 02:30","43506","43506"
"26.09.2016 02:30 - 26.09.2016 02:45","43578","43399"
"26.09.2016 02:45 - 26.09.2016 03:00","43538","43395"
"26.09.2016 03:00 - 26.09.2016 03:15","43742","43592"
"26.09.2016 03:15 - 26.09.2016 03:30","43765","43639"
"26.09.2016 03:30 - 26.09.2016 03:45","43952","43601"
"26.09.2016 03:45 - 26.09.2016 04:00","44087","43688"
"26.09.2016 04:00 - 26.09.2016 04:15","45028","44147"
"26.09.2016 04:15 - 26.09.2016 04:30","45348","44398"
"26.09.2016 04:30 - 26.09.2016 04:45","46030","44916"
"26.09.2016 04:45 - 26.09.2016 05:00","46682","45742"
"26.09.2016 05:00 - 26.09.2016 05:15","48727","47981"
"26.09.2016 05:15 - 26.09.2016 05:30","49753","49291"
"26.09.2016 05:30 - 26.09.2016 05:45","51532","51143"
"26.09.2016 05:45 - 26.09.2016 06:00","53500","53376"
"26.09.2016 06:00 - 26.09.2016 06:15","57775","57821"
"26.09.2016 06:15 - 26.09.2016 06:30","60625","60826"
"26.09.2016 06:30 - 26.09.2016 06:45","62615","63578"
"26.09.2016 06:45 - 26.09.2016 07:00","64423","65546"
"26.09.2016 07:00 - 26.09.2016 07:15","66762","67691"
"26.09.2016 07:15 - 26.09.2016 07:30","67773","68274"
"26.09.2016 07:30 - 26.09.2016 07:45","68719","68847"
"26.09.2016 07:45 - 26.09.2016 08:00","69826","69531"
"26.09.2016 08:00 - 26.09.2016 08:15","70940","70792"
"26.09.2016 08:15 - 26.09.2016 08:30","71398","71106"
"26.09.2016 08:30 - 26.09.2016 08:45","71665","71551"
"26.09.2016 08:45 - 26.09.2016 09:00","71806","71606"
"26.09.2016 09:00 - 26.09.2016 09:15","71503","71110"
"26.09.2016 09:15 - 26.09.2016 09:30","71913","71287"
"26.09.2016 09:30 - 26.09.2016 09:45","72164","71874"
"26.09.2016 09:45 - 26.09.2016 10:00","72454","72312"
"26.09.2016 10:00 - 26.09.2016 10:15","72833","72499"
"26.09.2016 10:15 - 26.09.2016 10:30","73068","72742"
"26.09.2016 10:30 - 26.09.2016 10:45","73305","73043"
"26.09.2016 10:45 - 26.09.2016 11:00","73651","73435"
"26.09.2016 11:00 - 26.09.2016 11:15","74028","73612"
"26.09.2016 11:15 - 26.09.2016 11:30","74435","73947"
"26.09.2016 11:30 - 26.09.2016 11:45","74751","74092"
"26.09.2016 11:45 - 26.09.2016 12:00","74893","74241"
"26.09.2016 12:00 - 26.09.2016 12:15","73394","73635"
"26.09.2016 12:15 - 26.09.2016 12:30","72778","73679"
"26.09.2016 12:30 - 26.09.2016 12:45","72890","73476"
"26.09.2016 12:45 - 26.09.2016 13:00","72174","73757"
"26.09.2016 13:00 - 26.09.2016 13:15","73070","73768"
"26.09.2016 13:15 - 26.09.2016 13:30","72600","73241"
"26.09.2016 13:30 - 26.09.2016 13:45","72043","72589"
"26.09.2016 13:45 - 26.09.2016 14:00","71987","72122"
"26.09.2016 14:00 - 26.09.2016 14:15","71639","71807"
"26.09.2016 14:15 - 26.09.2016 14:30","71208","71838"
"26.09.2016 14:30 - 26.09.2016 14:45","70456","71518"
"26.09.2016 14:45 - 26.09.2016 15:00","70576","71469"
"26.09.2016 15:00 - 26.09.2016 15:15","70179","71388"
"26.09.2016 15:15 - 26.09.2016 15:30","70350","70886"
"26.09.2016 15:30 - 26.09.2016 15:45","69744","70479"
"26.09.2016 15:45 - 26.09.2016 16:00","69325","69993"
"26.09.2016 16:00 - 26.09.2016 16:15","68379","69992"
"26.09.2016 16:15 - 26.09.2016 16:30","68071","69631"
"26.09.2016 16:30 - 26.09.2016 16:45","67181","69220"
"26.09.2016 16:45 - 26.09.2016 17:00","68166","69116"
"26.09.2016 17:00 - 26.09.2016 17:15","67988","69242"
"26.09.2016 17:15 - 26.09.2016 17:30","68270","69409"
"26.09.2016 17:30 - 26.09.2016 17:45","67908","69588"
"26.09.2016 17:45 - 26.09.2016 18:00","68564","69881"
"26.09.2016 18:00 - 26.09.2016 18:15","68506","69697"
"26.09.2016 18:15 - 26.09.2016 18:30","68029","69715"
"26.09.2016 18:30 - 26.09.2016 18:45","68633","69967"
"26.09.2016 18:45 - 26.09.2016 19:00","69094","70669"
"26.09.2016 19:00 - 26.09.2016 19:15","68514","71500"
"26.09.2016 19:15 - 26.09.2016 19:30","68479","72257"
"26.09.2016 19:30 - 26.09.2016 19:45","68801","72606"
"26.09.2016 19:45 - 26.09.2016 20:00","69258","72365"
"26.09.2016 20:00 - 26.09.2016 20:15","68409","71128"
"26.09.2016 20:15 - 26.09.2016 20:30","67126","69836"
"26.09.2016 20:30 - 26.09.2016 20:45","66313","68423"
"26.09.2016 20:45 - 26.09.2016 21:00","65198","67087"
"26.09.2016 21:00 - 26.09.2016 21:15","64825","65710"
"26.09.2016 21:15 - 26.09.2016 21:30","63817","64681"
"26.09.2016 21:30 - 26.09.2016 21:45","63264","63515"
"26.09.2016 21:45 - 26.09.2016 22:00","60980","62118"
"26.09.2016 22:00 - 26.09.2016 22:15","59952","61113"
"26.09.2016 22:15 - 26.09.2016 22:30","58610","60331"
"26.09.2016 22:30 - 26.09.2016 22:45","57309","58619"
"26.09.2016 22:45 - 26.09.2016 23:00","56192","57225"
"26.09.2016 23:00 - 26.09.2016 23:15","54964","55964"
"26.09.2016 23:15 - 26.09.2016 23:30","53972","55084"
"26.09.2016 23:30 - 26.09.2016 23:45","53072","54193"
"26.09.2016 23:45 - 27.09.2016 00:00","52201","53196"
"27.09.2016 00:00 - 27.09.2016 00:15","51035","52499"
"27.09.2016 00:15 - 27.09.2016 00:30","50334","51764"
"27.09.2016 00:30 - 27.09.2016 00:45","49866","51292"
"27.09.2016 00:45 - 27.09.2016 01:00","49280","50706"
"27.09.2016 01:00 - 27.09.2016 01:15","48620","50067"
"27.09.2016 01:15 - 27.09.2016 01:30","48197","49772"
"27.09.2016 01:30 - 27.09.2016 01:45","47913","49447"
"27.09.2016 01:45 - 27.09.2016 02:00","47738","49144"
"27.09.2016 02:00 - 27.09.2016 02:15","47416","48843"
"27.09.2016 02:15 - 27.09.2016 02:30","47128","48646"
"27.09.2016 02:30 - 27.09.2016 02:45","47174","48613"
"27.09.2016 02:45 - 27.09.2016 03:00","47167","48645"
"27.09.2016 03:00 - 27.09.2016 03:15","47271","48888"
"27.09.2016 03:15 - 27.09.2016 03:30","47340","49003"
"27.09.2016 03:30 - 27.09.2016 03:45","47406","49006"
"27.09.2016 03:45 - 27.09.2016 04:00","47557","49214"
"27.09.2016 04:00 - 27.09.2016 04:15","48049","49626"
"27.09.2016 04:15 - 27.09.2016 04:30","48347","50009"
"27.09.2016 04:30 - 27.09.2016 04:45","48773","50431"
"27.09.2016 04:45 - 27.09.2016 05:00","49223","50973"
"27.09.2016 05:00 - 27.09.2016 05:15","50924","52581"
"27.09.2016 05:15 - 27.09.2016 05:30","51840","53704"
"27.09.2016 05:30 - 27.09.2016 05:45","53198","55433"
"27.09.2016 05:45 - 27.09.2016 06:00","54946","57459"
"27.09.2016 06:00 - 27.09.2016 06:15","58826","61290"
"27.09.2016 06:15 - 27.09.2016 06:30","61132","64271"
"27.09.2016 06:30 - 27.09.2016 06:45","63359","66451"
"27.09.2016 06:45 - 27.09.2016 07:00","64940","68153"
"27.09.2016 07:00 - 27.09.2016 07:15","66853","69797"
"27.09.2016 07:15 - 27.09.2016 07:30","67949","70338"
"27.09.2016 07:30 - 27.09.2016 07:45","68864","70832"
"27.09.2016 07:45 - 27.09.2016 08:00","69800","71598"
"27.09.2016 08:00 - 27.09.2016 08:15","70780","72605"
"27.09.2016 08:15 - 27.09.2016 08:30","71247","73288"
"27.09.2016 08:30 - 27.09.2016 08:45","71534","73583"
"27.09.2016 08:45 - 27.09.2016 09:00","71717","73560"
"27.09.2016 09:00 - 27.09.2016 09:15","71488","73086"
"27.09.2016 09:15 - 27.09.2016 09:30","71732","73188"
"27.09.2016 09:30 - 27.09.2016 09:45","72121","73429"
"27.09.2016 09:45 - 27.09.2016 10:00","72498","73461"
"27.09.2016 10:00 - 27.09.2016 10:15","72736","73447"
"27.09.2016 10:15 - 27.09.2016 10:30","72984","73843"
"27.09.2016 10:30 - 27.09.2016 10:45","73189","73700"
"27.09.2016 10:45 - 27.09.2016 11:00","73393","74143"
"27.09.2016 11:00 - 27.09.2016 11:15","73654","74198"
"27.09.2016 11:15 - 27.09.2016 11:30","74066","74551"
"27.09.2016 11:30 - 27.09.2016 11:45","74449","74453"
"27.09.2016 11:45 - 27.09.2016 12:00","74221","74205"
"27.09.2016 12:00 - 27.09.2016 12:15","73654","73619"
"27.09.2016 12:15 - 27.09.2016 12:30","73380","73441"
"27.09.2016 12:30 - 27.09.2016 12:45","73129","73697"
"27.09.2016 12:45 - 27.09.2016 13:00","73311","74056"
"27.09.2016 13:00 - 27.09.2016 13:15","73018","74251"
"27.09.2016 13:15 - 27.09.2016 13:30","72842","74004"
"27.09.2016 13:30 - 27.09.2016 13:45","72392","73504"
"27.09.2016 13:45 - 27.09.2016 14:00","71855","73020"
"27.09.2016 14:00 - 27.09.2016 14:15","71482","72387"
"27.09.2016 14:15 - 27.09.2016 14:30","71008","72479"
"27.09.2016 14:30 - 27.09.2016 14:45","70780","72524"
"27.09.2016 14:45 - 27.09.2016 15:00","70960","72049"
"27.09.2016 15:00 - 27.09.2016 15:15","70780","71814"
"27.09.2016 15:15 - 27.09.2016 15:30","70285","71622"
"27.09.2016 15:30 - 27.09.2016 15:45","69941","70934"
"27.09.2016 15:45 - 27.09.2016 16:00","69376","70420"
"27.09.2016 16:00 - 27.09.2016 16:15","69055","69735"
"27.09.2016 16:15 - 27.09.2016 16:30","68800","69697"
"27.09.2016 16:30 - 27.09.2016 16:45","68134","69309"
"27.09.2016 16:45 - 27.09.2016 17:00","68187","69182"
"27.09.2016 17:00 - 27.09.2016 17:15","68319","69347"
"27.09.2016 17:15 - 27.09.2016 17:30","68732","69340"
"27.09.2016 17:30 - 27.09.2016 17:45","69126","69624"
"27.09.2016 17:45 - 27.09.2016 18:00","69331","69894"
"27.09.2016 18:00 - 27.09.2016 18:15","69281","69487"
"27.09.2016 18:15 - 27.09.2016 18:30","69146","69532"
"27.09.2016 18:30 - 27.09.2016 18:45","69425","69886"
"27.09.2016 18:45 - 27.09.2016 19:00","69714","70491"
"27.09.2016 19:00 - 27.09.2016 19:15","69798","71445"
"27.09.2016 19:15 - 27.09.2016 19:30","69703","72313"
"27.09.2016 19:30 - 27.09.2016 19:45","70023","73231"
"27.09.2016 19:45 - 27.09.2016 20:00","70076","73022"
"27.09.2016 20:00 - 27.09.2016 20:15","69120","72001"
"27.09.2016 20:15 - 27.09.2016 20:30","68047","70747"
"27.09.2016 20:30 - 27.09.2016 20:45","67116","69474"
"27.09.2016 20:45 - 27.09.2016 21:00","66260","68246"
"27.09.2016 21:00 - 27.09.2016 21:15","64717","66883"
"27.09.2016 21:15 - 27.09.2016 21:30","64074","65846"
"27.09.2016 21:30 - 27.09.2016 21:45","63167","64653"
"27.09.2016 21:45 - 27.09.2016 22:00","61747","62939"
"27.09.2016 22:00 - 27.09.2016 22:15","60891","61440"
"27.09.2016 22:15 - 27.09.2016 22:30","59702","60295"
"27.09.2016 22:30 - 27.09.2016 22:45","58433","59197"
"27.09.2016 22:45 - 27.09.2016 23:00","57111","57696"
"27.09.2016 23:00 - 27.09.2016 23:15","55518","56136"
"27.09.2016 23:15 - 27.09.2016 23:30","54394","55186"
"27.09.2016 23:30 - 27.09.2016 23:45","53449","54005"
"27.09.2016 23:45 - 28.09.2016 00:00","52635","53000"
"28.09.2016 00:00 - 28.09.2016 00:15","52521","52091"
"28.09.2016 00:15 - 28.09.2016 00:30","51938","51345"
"28.09.2016 00:30 - 28.09.2016 00:45","51423","51019"
"28.09.2016 00:45 - 28.09.2016 01:00","50823","50385"
"28.09.2016 01:00 - 28.09.2016 01:15","50136","49894"
"28.09.2016 01:15 - 28.09.2016 01:30","49697","49606"
"28.09.2016 01:30 - 28.09.2016 01:45","49402","49499"
"28.09.2016 01:45 - 28.09.2016 02:00","49133","48993"
"28.09.2016 02:00 - 28.09.2016 02:15","48744","48670"
"28.09.2016 02:15 - 28.09.2016 02:30","48559","48609"
"28.09.2016 02:30 - 28.09.2016 02:45","48586","48600"
"28.09.2016 02:45 - 28.09.2016 03:00","48589","48579"
"28.09.2016 03:00 - 28.09.2016 03:15","48679","48680"
"28.09.2016 03:15 - 28.09.2016 03:30","48725","48691"
"28.09.2016 03:30 - 28.09.2016 03:45","48789","48731"
"28.09.2016 03:45 - 28.09.2016 04:00","48832","49100"
"28.09.2016 04:00 - 28.09.2016 04:15","49484","49398"
"28.09.2016 04:15 - 28.09.2016 04:30","49864","49597"
"28.09.2016 04:30 - 28.09.2016 04:45","50290","50096"
"28.09.2016 04:45 - 28.09.2016 05:00","50844","50863"
"28.09.2016 05:00 - 28.09.2016 05:15","52539","52506"
"28.09.2016 05:15 - 28.09.2016 05:30","53444","53412"
"28.09.2016 05:30 - 28.09.2016 05:45","54931","54839"
"28.09.2016 05:45 - 28.09.2016 06:00","56481","56760"
"28.09.2016 06:00 - 28.09.2016 06:15","60465","60612"
"28.09.2016 06:15 - 28.09.2016 06:30","62868","64086"
"28.09.2016 06:30 - 28.09.2016 06:45","64694","66373"
"28.09.2016 06:45 - 28.09.2016 07:00","66307","68230"
"28.09.2016 07:00 - 28.09.2016 07:15","68116","69870"
"28.09.2016 07:15 - 28.09.2016 07:30","68141","70723"
"28.09.2016 07:30 - 28.09.2016 07:45","68949","71521"
"28.09.2016 07:45 - 28.09.2016 08:00","69800","72338"
"28.09.2016 08:00 - 28.09.2016 08:15","70699","73371"
"28.09.2016 08:15 - 28.09.2016 08:30","71168","73823"
"28.09.2016 08:30 - 28.09.2016 08:45","71453","74039"
"28.09.2016 08:45 - 28.09.2016 09:00","71593","74094"
"28.09.2016 09:00 - 28.09.2016 09:15","71504","73951"
"28.09.2016 09:15 - 28.09.2016 09:30","71698","74500"
"28.09.2016 09:30 - 28.09.2016 09:45","72155","75088"
"28.09.2016 09:45 - 28.09.2016 10:00","72391","75341"
"28.09.2016 10:00 - 28.09.2016 10:15","72423","75494"
"28.09.2016 10:15 - 28.09.2016 10:30","72787","75534"
"28.09.2016 10:30 - 28.09.2016 10:45","72882","75507"
"28.09.2016 10:45 - 28.09.2016 11:00","73190","76612"
"28.09.2016 11:00 - 28.09.2016 11:15","73494","76612"
"28.09.2016 11:15 - 28.09.2016 11:30","73707","77437"
"28.09.2016 11:30 - 28.09.2016 11:45","74053","77907"
"28.09.2016 11:45 - 28.09.2016 12:00","73556","77916"
"28.09.2016 12:00 - 28.09.2016 12:15","73201","77572"
"28.09.2016 12:15 - 28.09.2016 12:30","73281","77499"
"28.09.2016 12:30 - 28.09.2016 12:45","73364","77277"
"28.09.2016 12:45 - 28.09.2016 13:00","73555","77099"
"28.09.2016 13:00 - 28.09.2016 13:15","73391","76552"
"28.09.2016 13:15 - 28.09.2016 13:30","73106","76529"
"28.09.2016 13:30 - 28.09.2016 13:45","72516","76303"
"28.09.2016 13:45 - 28.09.2016 14:00","71931","76171"
"28.09.2016 14:00 - 28.09.2016 14:15","71462","75429"
"28.09.2016 14:15 - 28.09.2016 14:30","71036","74728"
"28.09.2016 14:30 - 28.09.2016 14:45","70823","74745"
"28.09.2016 14:45 - 28.09.2016 15:00","71217","74265"
"28.09.2016 15:00 - 28.09.2016 15:15","71349","74142"
"28.09.2016 15:15 - 28.09.2016 15:30","70491","73815"
"28.09.2016 15:30 - 28.09.2016 15:45","70013","73698"
"28.09.2016 15:45 - 28.09.2016 16:00","69537","73026"
"28.09.2016 16:00 - 28.09.2016 16:15","69246","72579"
"28.09.2016 16:15 - 28.09.2016 16:30","69402","72367"
"28.09.2016 16:30 - 28.09.2016 16:45","69091","71592"
"28.09.2016 16:45 - 28.09.2016 17:00","68718","71375"
"28.09.2016 17:00 - 28.09.2016 17:15","68926","71256"
"28.09.2016 17:15 - 28.09.2016 17:30","69288","70827"
"28.09.2016 17:30 - 28.09.2016 17:45","69654","70744"
"28.09.2016 17:45 - 28.09.2016 18:00","69881","70944"
"28.09.2016 18:00 - 28.09.2016 18:15","69847","70896"
"28.09.2016 18:15 - 28.09.2016 18:30","69893","70817"
"28.09.2016 18:30 - 28.09.2016 18:45","70112","71063"
"28.09.2016 18:45 - 28.09.2016 19:00","70442","71870"
"28.09.2016 19:00 - 28.09.2016 19:15","70658","72661"
"28.09.2016 19:15 - 28.09.2016 19:30","70703","73356"
"28.09.2016 19:30 - 28.09.2016 19:45","70968","73637"
"28.09.2016 19:45 - 28.09.2016 20:00","70833","73153"
"28.09.2016 20:00 - 28.09.2016 20:15","69831","71816"
"28.09.2016 20:15 - 28.09.2016 20:30","68863","70626"
"28.09.2016 20:30 - 28.09.2016 20:45","67718","69143"
"28.09.2016 20:45 - 28.09.2016 21:00","66808","67945"
"28.09.2016 21:00 - 28.09.2016 21:15","65286","66310"
"28.09.2016 21:15 - 28.09.2016 21:30","64419","65014"
"28.09.2016 21:30 - 28.09.2016 21:45","63487","63938"
"28.09.2016 21:45 - 28.09.2016 22:00","62369","62879"
"28.09.2016 22:00 - 28.09.2016 22:15","61732","62102"
"28.09.2016 22:15 - 28.09.2016 22:30","60756","60902"
"28.09.2016 22:30 - 28.09.2016 22:45","59422","59673"
"28.09.2016 22:45 - 28.09.2016 23:00","58074","58400"
"28.09.2016 23:00 - 28.09.2016 23:15","56532","57133"
"28.09.2016 23:15 - 28.09.2016 23:30","55417","56198"
"28.09.2016 23:30 - 28.09.2016 23:45","54363","55189"
"28.09.2016 23:45 - 29.09.2016 00:00","53542","54131"
"29.09.2016 00:00 - 29.09.2016 00:15","52618","53396"
"29.09.2016 00:15 - 29.09.2016 00:30","51961","52796"
"29.09.2016 00:30 - 29.09.2016 00:45","51578","51813"
"29.09.2016 00:45 - 29.09.2016 01:00","50912","51143"
"29.09.2016 01:00 - 29.09.2016 01:15","50228","50935"
"29.09.2016 01:15 - 29.09.2016 01:30","49889","50809"
"29.09.2016 01:30 - 29.09.2016 01:45","49538","50428"
"29.09.2016 01:45 - 29.09.2016 02:00","49146","50029"
"29.09.2016 02:00 - 29.09.2016 02:15","48791","49839"
"29.09.2016 02:15 - 29.09.2016 02:30","48665","49719"
"29.09.2016 02:30 - 29.09.2016 02:45","48725","49739"
"29.09.2016 02:45 - 29.09.2016 03:00","48646","49489"
"29.09.2016 03:00 - 29.09.2016 03:15","48845","49595"
"29.09.2016 03:15 - 29.09.2016 03:30","48965","49111"
"29.09.2016 03:30 - 29.09.2016 03:45","49030","49325"
"29.09.2016 03:45 - 29.09.2016 04:00","49109","49307"
"29.09.2016 04:00 - 29.09.2016 04:15","49679","49826"
"29.09.2016 04:15 - 29.09.2016 04:30","49965","50312"
"29.09.2016 04:30 - 29.09.2016 04:45","50504","50887"
"29.09.2016 04:45 - 29.09.2016 05:00","51178","51744"
"29.09.2016 05:00 - 29.09.2016 05:15","52868","53119"
"29.09.2016 05:15 - 29.09.2016 05:30","53610","54301"
"29.09.2016 05:30 - 29.09.2016 05:45","55010","55889"
"29.09.2016 05:45 - 29.09.2016 06:00","56592","57665"
"29.09.2016 06:00 - 29.09.2016 06:15","60259","61898"
"29.09.2016 06:15 - 29.09.2016 06:30","63173","65409"
"29.09.2016 06:30 - 29.09.2016 06:45","65029","67475"
"29.09.2016 06:45 - 29.09.2016 07:00","66666","69364"
"29.09.2016 07:00 - 29.09.2016 07:15","68449","71276"
"29.09.2016 07:15 - 29.09.2016 07:30","69440","71815"
"29.09.2016 07:30 - 29.09.2016 07:45","70169","72678"
"29.09.2016 07:45 - 29.09.2016 08:00","70975","73139"
"29.09.2016 08:00 - 29.09.2016 08:15","71836","73627"
"29.09.2016 08:15 - 29.09.2016 08:30","72310","74012"
"29.09.2016 08:30 - 29.09.2016 08:45","72507","74186"
"29.09.2016 08:45 - 29.09.2016 09:00","72498","74067"
"29.09.2016 09:00 - 29.09.2016 09:15","72171","73796"
"29.09.2016 09:15 - 29.09.2016 09:30","72426","74130"
"29.09.2016 09:30 - 29.09.2016 09:45","72842","74866"
"29.09.2016 09:45 - 29.09.2016 10:00","73181","75105"
"29.09.2016 10:00 - 29.09.2016 10:15","73155","75567"
"29.09.2016 10:15 - 29.09.2016 10:30","73456","75850"
"29.09.2016 10:30 - 29.09.2016 10:45","73709","76352"
"29.09.2016 10:45 - 29.09.2016 11:00","74042","76069"
"29.09.2016 11:00 - 29.09.2016 11:15","74302","77025"
"29.09.2016 11:15 - 29.09.2016 11:30","74533","77260"
"29.09.2016 11:30 - 29.09.2016 11:45","74706","77476"
"29.09.2016 11:45 - 29.09.2016 12:00","74209","77111"
"29.09.2016 12:00 - 29.09.2016 12:15","73775","76929"
"29.09.2016 12:15 - 29.09.2016 12:30","73543","76638"
"29.09.2016 12:30 - 29.09.2016 12:45","73184","76409"
"29.09.2016 12:45 - 29.09.2016 13:00","73284","76890"
"29.09.2016 13:00 - 29.09.2016 13:15","73053","76692"
"29.09.2016 13:15 - 29.09.2016 13:30","72876","76155"
"29.09.2016 13:30 - 29.09.2016 13:45","72260","75794"
"29.09.2016 13:45 - 29.09.2016 14:00","71757","75190"
"29.09.2016 14:00 - 29.09.2016 14:15","71423","74984"
"29.09.2016 14:15 - 29.09.2016 14:30","71063","74865"
"29.09.2016 14:30 - 29.09.2016 14:45","70930","74469"
"29.09.2016 14:45 - 29.09.2016 15:00","71157","74133"
"29.09.2016 15:00 - 29.09.2016 15:15","71276","73819"
"29.09.2016 15:15 - 29.09.2016 15:30","70439","73768"
"29.09.2016 15:30 - 29.09.2016 15:45","70058","73241"
"29.09.2016 15:45 - 29.09.2016 16:00","69643","73348"
"29.09.2016 16:00 - 29.09.2016 16:15","69465","73334"
"29.09.2016 16:15 - 29.09.2016 16:30","69578","72694"
"29.09.2016 16:30 - 29.09.2016 16:45","69516","72513"
"29.09.2016 16:45 - 29.09.2016 17:00","69079","72254"
"29.09.2016 17:00 - 29.09.2016 17:15","69194","71905"
"29.09.2016 17:15 - 29.09.2016 17:30","69735","72028"
"29.09.2016 17:30 - 29.09.2016 17:45","70163","72185"
"29.09.2016 17:45 - 29.09.2016 18:00","70346","72444"
"29.09.2016 18:00 - 29.09.2016 18:15","70047","71742"
"29.09.2016 18:15 - 29.09.2016 18:30","70001","71663"
"29.09.2016 18:30 - 29.09.2016 18:45","70193","72038"
"29.09.2016 18:45 - 29.09.2016 19:00","70472","72816"
"29.09.2016 19:00 - 29.09.2016 19:15","70814","73295"
"29.09.2016 19:15 - 29.09.2016 19:30","71033","74222"
"29.09.2016 19:30 - 29.09.2016 19:45","71690","74505"
"29.09.2016 19:45 - 29.09.2016 20:00","71418","74425"
"29.09.2016 20:00 - 29.09.2016 20:15","70602","73530"
"29.09.2016 20:15 - 29.09.2016 20:30","69476","71956"
"29.09.2016 20:30 - 29.09.2016 20:45","68387","70885"
"29.09.2016 20:45 - 29.09.2016 21:00","67498","69430"
"29.09.2016 21:00 - 29.09.2016 21:15","65915","67938"
"29.09.2016 21:15 - 29.09.2016 21:30","65182","66925"
"29.09.2016 21:30 - 29.09.2016 21:45","64113","65433"
"29.09.2016 21:45 - 29.09.2016 22:00","62843","63745"
"29.09.2016 22:00 - 29.09.2016 22:15","62121","63357"
"29.09.2016 22:15 - 29.09.2016 22:30","60730","61510"
"29.09.2016 22:30 - 29.09.2016 22:45","59514","59843"
"29.09.2016 22:45 - 29.09.2016 23:00","58179","58479"
"29.09.2016 23:00 - 29.09.2016 23:15","56490","57227"
"29.09.2016 23:15 - 29.09.2016 23:30","55282","56279"
"29.09.2016 23:30 - 29.09.2016 23:45","54249","55375"
"29.09.2016 23:45 - 30.09.2016 00:00","53233","54260"
"30.09.2016 00:00 - 30.09.2016 00:15","51899","52954"
"30.09.2016 00:15 - 30.09.2016 00:30","51270","52338"
"30.09.2016 00:30 - 30.09.2016 00:45","50658","51785"
"30.09.2016 00:45 - 30.09.2016 01:00","50067","51298"
"30.09.2016 01:00 - 30.09.2016 01:15","49375","50926"
"30.09.2016 01:15 - 30.09.2016 01:30","48995","50565"
"30.09.2016 01:30 - 30.09.2016 01:45","48605","50261"
"30.09.2016 01:45 - 30.09.2016 02:00","48421","49772"
"30.09.2016 02:00 - 30.09.2016 02:15","48077","49714"
"30.09.2016 02:15 - 30.09.2016 02:30","47844","49468"
"30.09.2016 02:30 - 30.09.2016 02:45","47945","49397"
"30.09.2016 02:45 - 30.09.2016 03:00","48019","49209"
"30.09.2016 03:00 - 30.09.2016 03:15","48011","49314"
"30.09.2016 03:15 - 30.09.2016 03:30","48024","49230"
"30.09.2016 03:30 - 30.09.2016 03:45","48216","49271"
"30.09.2016 03:45 - 30.09.2016 04:00","48310","49498"
"30.09.2016 04:00 - 30.09.2016 04:15","48920","49359"
"30.09.2016 04:15 - 30.09.2016 04:30","49246","49681"
"30.09.2016 04:30 - 30.09.2016 04:45","49766","50786"
"30.09.2016 04:45 - 30.09.2016 05:00","50326","51368"
"30.09.2016 05:00 - 30.09.2016 05:15","51981","52478"
"30.09.2016 05:15 - 30.09.2016 05:30","52778","53806"
"30.09.2016 05:30 - 30.09.2016 05:45","54140","55092"
"30.09.2016 05:45 - 30.09.2016 06:00","55602","57182"
"30.09.2016 06:00 - 30.09.2016 06:15","59266","61080"
"30.09.2016 06:15 - 30.09.2016 06:30","62121","64040"
"30.09.2016 06:30 - 30.09.2016 06:45","64037","66371"
"30.09.2016 06:45 - 30.09.2016 07:00","65646","68280"
"30.09.2016 07:00 - 30.09.2016 07:15","67601","70500"
